protocol,n,k,offset,repeat_id,replay_count,recovery_material_bytes,logical_bytes_read,auth_records_verified,recovery_time_ns,recovery_time_us,recovery_time_ms,target_seq,reconstructed_mem,reconstructed_hash,target_state_match,checkpoint_auth_ok,record_auth_ok,chain_continuity_ok,payload_hash_ok,stored_mem_ok,recovery_valid,failure_reason,records_scanned,records_replayed,physical_bytes_read,logical_bytes_replayed,seek_offset,git_commit
authenticated_hash_chain,1000,10,9,19,999,519439,519439,999,10442375,10442.375,10.442375,999,,546cb77b8c839b3402853b269a55096ecaf07d31bed48c9338dc6825b85ccf00,True,True,True,True,True,True,True,,999,999,519439,519439,0,f3b7fe9
gmcp_r,1000,10,1,20,1,713,713,2,158458,158.458,0.158458,991,a1ace4a83b45d95bb71733a24004d11a54b0a53f02e59b7e6ca8774324aecb38,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,20,991,515310,515310,991,9850750,9850.75,9.85075,991,,82253e8122aed5d42576e1f881c6d4916737499c89adff7425f0e823a8a4ac31,True,True,True,True,True,True,True,,991,991,515310,515310,0,f3b7fe9
gmcp_r,1000,10,5,20,5,2433,2433,6,236333,236.333,0.236333,995,3d10bf2ee560c74042ca92c6612433924ed5c9d4ca00c5a69083d6266906e41b,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,20,995,517390,517390,995,9981917,9981.917,9.981917,995,,3b2bf6511ef4b7b7787c5c8b4f866a6833abd5025d055878a2408caa4820205d,True,True,True,True,True,True,True,,995,995,517390,517390,0,f3b7fe9
gmcp_r,1000,10,9,20,9,4153,4153,10,279708,279.708,0.279708,999,e6f2e98175e8b1d35a4f5ec28ac7d133e3439a5bfcc0a1e1fd442f52e0334eed,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,20,999,519470,519470,999,10136166,10136.166,10.136166,999,,7c566cd8a6aff00bc3d89187031a3fce678727e80a7b40426a2e2da54082a7cd,True,True,True,True,True,True,True,,999,999,519470,519470,0,f3b7fe9
gmcp_r,1000,10,1,21,1,713,713,2,384042,384.042,0.384042,991,5cd3d5a9cf4dfdd8add32dc075e4ea8f7e189dcfe2977293fabeadb4c103dfeb,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,21,991,515250,515250,991,9425333,9425.333,9.425333,991,,94a6756033064aa9bb357abafc7293114398f8adb83cbddee5262898daeb6ae1,True,True,True,True,True,True,True,,991,991,515250,515250,0,f3b7fe9
gmcp_r,1000,10,5,21,5,2433,2433,6,275750,275.75,0.27575,995,1a4c5ac573f0e91a74d59657bb299e009e32c674f52495cae5670836e74b0f4a,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,21,995,517331,517331,995,10198125,10198.125,10.198125,995,,7b70ef07c5c0772f7174dcb63ff1e77013599c31199287c537aabbb5cee4097b,True,True,True,True,True,True,True,,995,995,517331,517331,0,f3b7fe9
gmcp_r,1000,10,9,21,9,4153,4153,10,281834,281.834,0.281834,999,125b2432335b9eea0aa480320bdc431057d801e7e9b8dbd33decf11450c40510,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,21,999,519415,519415,999,10210166,10210.166,10.210166,999,,691b46d77394818b9ad7a6378582077a9da45a5fb29af0e4f069739418c92bc0,True,True,True,True,True,True,True,,999,999,519415,519415,0,f3b7fe9
gmcp_r,1000,10,1,22,1,713,713,2,176792,176.792,0.176792,991,d7ed5b293443f25bf5f735e43cb0669ad6bb92ed9bb6c3effa2fdb68ba0cf6cf,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,22,991,515285,515285,991,9527958,9527.958,9.527958,991,,93beb6da48b1148aa0631357733df12512ff9c1ac689a9083bc1e8367b4266b0,True,True,True,True,True,True,True,,991,991,515285,515285,0,f3b7fe9
gmcp_r,1000,10,5,22,5,2433,2433,6,259666,259.666,0.259666,995,a07bb501886208f99261bcf89a81e5a98c3607a2205777e1ebd4772603b544f2,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,22,995,517368,517368,995,9733333,9733.333,9.733333,995,,b969c8eec6689786317ec3f2ec4132f76ff5ce5db584771b17cc945038c74c25,True,True,True,True,True,True,True,,995,995,517368,517368,0,f3b7fe9
gmcp_r,1000,10,9,22,9,4153,4153,10,269042,269.042,0.269042,999,bc51985a1f92c70701e997b41da53ae4656d4238e2b9bc53f9a1d7da95a54cd7,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,22,999,519448,519448,999,9749125,9749.125,9.749125,999,,1254463a1ee814626cea2d26e6c077608a86854d673a9ef6be498f25d6ad1fbe,True,True,True,True,True,True,True,,999,999,519448,519448,0,f3b7fe9
gmcp_r,1000,10,1,23,1,714,714,2,478959,478.959,0.478959,991,fb802bb2ef01e436276dad293cd3f6e39e717e22591a22f85492ae4378583c5a,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,23,991,515279,515279,991,10124166,10124.166,10.124166,991,,ca0db5063bcd128e49c5cff9ee9b8b45d652d5ad372bf29e98995d753d85ee0b,True,True,True,True,True,True,True,,991,991,515279,515279,0,f3b7fe9
gmcp_r,1000,10,5,23,5,2434,2434,6,246208,246.208,0.246208,995,c63df4cd7d2dbb78127ae33d169f62dbb1f959a3383e42bd9747a8796b604677,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,23,995,517360,517360,995,10241458,10241.458,10.241458,995,,61174e684a806cc58d8a2b2f7ee3c235f4a3c64e4b4a04817a6bdcc84417a294,True,True,True,True,True,True,True,,995,995,517360,517360,0,f3b7fe9
gmcp_r,1000,10,9,23,9,4154,4154,10,266125,266.125,0.266125,999,0999b6c9f1263892dac10b32b821da4edac1b5a7041121aec4d616dd7a3aa4fe,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,23,999,519441,519441,999,9617667,9617.667,9.617667,999,,e4ca395969dce370e1df1c4946d0a47fd78ed8bb18596834b8813ae6c598c0a1,True,True,True,True,True,True,True,,999,999,519441,519441,0,f3b7fe9
gmcp_r,1000,10,1,24,1,713,713,2,474125,474.125,0.474125,991,2542c68dc9d4b21afbc1d6286f00cdb614453d2d5e9a140d36a1a0ed308120d0,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,24,991,515291,515291,991,9711833,9711.833,9.711833,991,,c12efa5313df0a833307cf9ef8f85198e8136832d86d00ccfe493a407665282e,True,True,True,True,True,True,True,,991,991,515291,515291,0,f3b7fe9
gmcp_r,1000,10,5,24,5,2433,2433,6,250625,250.625,0.250625,995,554514d6dab8f555f5236249bc08871ed6da34b2fdb105a60cad2a93d08b6029,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,24,995,517371,517371,995,9474292,9474.292,9.474292,995,,54d93e07253f905053820cd0f424c148834a608866d87c52b2a5352ccd2e65b0,True,True,True,True,True,True,True,,995,995,517371,517371,0,f3b7fe9
gmcp_r,1000,10,9,24,9,4153,4153,10,252625,252.625,0.252625,999,99c5fb26b7ea50c2e5862c73b2a7d6f7556af36274a807ec22f751e9fb3b0d70,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,24,999,519452,519452,999,9567333,9567.333,9.567333,999,,1bb853f845cdef9060a9ff2a1589e65949f4bbc344b97f3dcc6b474469435102,True,True,True,True,True,True,True,,999,999,519452,519452,0,f3b7fe9
gmcp_r,1000,10,1,25,1,714,714,2,169583,169.583,0.169583,991,5a3ddcd238abb6aee72cebdd1395796c9fc027940559932d8d90e9b7389b95b4,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,25,991,515267,515267,991,10390375,10390.375,10.390375,991,,1bdc415b8e8517660d8b9caed481231643e2f406b9ee02099115377acbd2c2d4,True,True,True,True,True,True,True,,991,991,515267,515267,0,f3b7fe9
gmcp_r,1000,10,5,25,5,2434,2434,6,260167,260.167,0.260167,995,71e46deee059b5f8258cc63140791fedc7a04a73069d312678adac56b3a90c55,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,25,995,517349,517349,995,9462166,9462.166,9.462166,995,,3867b51780970e00134e68614ead16817a5b35e4654ba0f0be36246d07a61542,True,True,True,True,True,True,True,,995,995,517349,517349,0,f3b7fe9
gmcp_r,1000,10,9,25,9,4154,4154,10,375125,375.125,0.375125,999,c9f64b47be84511031ce3a76ebf21ada62fcf9b80c2f2e6005cf8ccf5d14c4ea,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,25,999,519429,519429,999,9515625,9515.625,9.515625,999,,da0a4903ec67bb13df11e2faca8d0f76709ae9dcb974f9820c9d560573307b82,True,True,True,True,True,True,True,,999,999,519429,519429,0,f3b7fe9
gmcp_r,1000,10,1,26,1,713,713,2,409750,409.75,0.40975,991,6e6c75c479ab572dd2b025836314a2b088ec348688eaca4647ef2aa52fd0e07d,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,26,991,515322,515322,991,12332875,12332.875,12.332875,991,,980f80af25c1c14e3d9efaf86ad62cc349f137783e422f421872f8ce2e53f287,True,True,True,True,True,True,True,,991,991,515322,515322,0,f3b7fe9
gmcp_r,1000,10,5,26,5,2433,2433,6,235625,235.625,0.235625,995,6c791553a463cc3aca1f08a7bf39bf9d15462a786a0988539546b20954f0766f,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,26,995,517404,517404,995,9721750,9721.75,9.72175,995,,85f3405521b2bafab425c4c65a1d8d7a11156019a77f4e680771bcdf06808374,True,True,True,True,True,True,True,,995,995,517404,517404,0,f3b7fe9
gmcp_r,1000,10,9,26,9,4153,4153,10,299333,299.333,0.299333,999,2f2ade614b0691b2424c20df66dd01a867981fef8d4c6fb5d26956c31d8e6f27,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,26,999,519485,519485,999,9694834,9694.834,9.694834,999,,53753d8b72a5ad0594ecae1465e7fcf294dec9448b01f6034bffa6c8492ea3c9,True,True,True,True,True,True,True,,999,999,519485,519485,0,f3b7fe9
gmcp_r,1000,10,1,27,1,714,714,2,309417,309.417,0.309417,991,5b0c6127ed80a7a870e631645192c899b42c726f1adfdd2f9113dd69de7b70e3,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,27,991,515320,515320,991,9338625,9338.625,9.338625,991,,414eff8827e3000b3a9b734619ce8221816f7dc3d4b94b8e9167dbd8c7c53491,True,True,True,True,True,True,True,,991,991,515320,515320,0,f3b7fe9
gmcp_r,1000,10,5,27,5,2434,2434,6,309833,309.833,0.309833,995,878ef5c53442300697c282636b0e3cb2c8c2adcfeace4a1e020b8aabb8fc2b65,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,27,995,517399,517399,995,10144709,10144.709,10.144709,995,,b6c1fea6b84fa63d06ed28810ab0e9c74407d8bc11f2c3aa318ecf00733a372e,True,True,True,True,True,True,True,,995,995,517399,517399,0,f3b7fe9
gmcp_r,1000,10,9,27,9,4154,4154,10,292708,292.708,0.292708,999,c6a092fd04034b4585b4cba52b708590f94411bba57ba5243ab40d4e88d55827,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,27,999,519479,519479,999,9947375,9947.375,9.947375,999,,d4c2910a229330325e33e3885985bd9819d5c52933c3e39be4e75976e3265ec6,True,True,True,True,True,True,True,,999,999,519479,519479,0,f3b7fe9
gmcp_r,1000,10,1,28,1,714,714,2,182167,182.167,0.182167,991,68c7d679a08dc474d0bfacf738fbe552cfc769855b8fddf62d1daf33c38d696b,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,28,991,515280,515280,991,9681375,9681.375,9.681375,991,,d399e48b2f8627ea4c9599e4f9dd53ead0b495efd11573a2ea7db23a3b7915b9,True,True,True,True,True,True,True,,991,991,515280,515280,0,f3b7fe9
gmcp_r,1000,10,5,28,5,2434,2434,6,223500,223.5,0.2235,995,c829fa6eb1373eb905ccd56655fa1a451261c07efc2ceb19c112208e783340f2,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,28,995,517362,517362,995,9912375,9912.375,9.912375,995,,31965af8e1671255eee05e333065a935005aea7f55e7be4c1c08a836b8477257,True,True,True,True,True,True,True,,995,995,517362,517362,0,f3b7fe9
gmcp_r,1000,10,9,28,9,4154,4154,10,278958,278.958,0.278958,999,df7f52bb4a0b3763e87b189d75aeeaf9d7869a62073b72ac576a713859013e50,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,28,999,519442,519442,999,9550875,9550.875,9.550875,999,,1566d73d0f37c7f69c4ec5f2eb184b318fce9669efad15c97bc3c7dc096d7ce5,True,True,True,True,True,True,True,,999,999,519442,519442,0,f3b7fe9
gmcp_r,1000,10,1,29,1,712,712,2,479833,479.833,0.479833,991,cf2df7cd46800d99f33622c11d19a9bda9abe3b72894f1b82c74ea6951e6cb52,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,29,991,515294,515294,991,9505208,9505.208,9.505208,991,,b4e13ce10d681d37680033a0edf07e58fff9407f2ba4afb80d211e5fa5f2e565,True,True,True,True,True,True,True,,991,991,515294,515294,0,f3b7fe9
gmcp_r,1000,10,5,29,5,2432,2432,6,205500,205.5,0.2055,995,c53fa139af0cb28e61c3961fe6eb8ad1083431c8b422c7b5556c472210d31018,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,29,995,517375,517375,995,9763708,9763.708,9.763708,995,,8d2d62d02a879f8cb8f451d813f6b7aefd3847cd451e83b2e818cfe758fda935,True,True,True,True,True,True,True,,995,995,517375,517375,0,f3b7fe9
gmcp_r,1000,10,9,29,9,4152,4152,10,276750,276.75,0.27675,999,17f35166328c2805e3019bab40ef8f869e9dc93bc8815b761fb7a3b6009d30f8,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,29,999,519457,519457,999,10221958,10221.958,10.221958,999,,7c0867da3786b0c1425b5fb8f1b1e0783760de5f81adc58c6d7da26998fa8c81,True,True,True,True,True,True,True,,999,999,519457,519457,0,f3b7fe9
gmcp_r,1000,10,1,30,1,713,713,2,168583,168.583,0.168583,991,b679c388899cdf44c3b138f0f6cf3ee2710a3844e2ee8b95d15698379e6b0676,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,30,991,515291,515291,991,9663500,9663.5,9.6635,991,,7f2bd4ecb5992984b4dad78dfdca27a12d5b429a95ce42a10d0d38eb0756335e,True,True,True,True,True,True,True,,991,991,515291,515291,0,f3b7fe9
gmcp_r,1000,10,5,30,5,2433,2433,6,251125,251.125,0.251125,995,898381848955b2fc8f3e16bf9f6c6c38e85b46f59b7086a474776e3e8fb5e6df,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,30,995,517370,517370,995,9540834,9540.834,9.540834,995,,9b174a6b5b38178413acdbbdcf3c33e849f17dfe3e35b44c6419bc7d5981fa09,True,True,True,True,True,True,True,,995,995,517370,517370,0,f3b7fe9
gmcp_r,1000,10,9,30,9,4153,4153,10,251000,251.0,0.251,999,fcade3c3d70f19c6b7375dbd73a7cd7d6f9ec63fa2837e1457c621981712538b,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,30,999,519451,519451,999,9753125,9753.125,9.753125,999,,6c97f67251706aaca0fb97c249f3f86596ce94ef556559f41338337d6a16365b,True,True,True,True,True,True,True,,999,999,519451,519451,0,f3b7fe9
gmcp_r,1000,50,1,1,1,710,710,2,403459,403.459,0.403459,951,7093380c895777d759f36946b60aa7a0f7a0deed2334dd5b675461c9f5063ad2,,True,True,True,True,True,True,True,,1,1,428,428,406384,f3b7fe9
authenticated_hash_chain,1000,50,1,1,951,492632,492632,951,9599209,9599.209,9.599209,951,,35e739e4c3905a3f7faf5544ea5fcfbb928170a515ca4de76a259c0b41714d09,True,True,True,True,True,True,True,,951,951,492632,492632,0,f3b7fe9
gmcp_r,1000,50,25,1,25,10982,10982,26,391500,391.5,0.3915,975,b1e0dee61079fbc51ed02541ce7a1ae038292179814159a930678fd7b33aebc0,,True,True,True,True,True,True,True,,25,25,10700,10700,406384,f3b7fe9
authenticated_hash_chain,1000,50,25,1,975,505073,505073,975,9253042,9253.042,9.253042,975,,1b704e67b465e246ed2041a202d95893bc1eaaffa15c7ca86e4d5eba65482f17,True,True,True,True,True,True,True,,975,975,505073,505073,0,f3b7fe9
gmcp_r,1000,50,49,1,49,21254,21254,50,606166,606.166,0.606166,999,5bdd03ce5c16c92c39f0e189c564cd4bf8271419475ccc359836c71ee0653533,,True,True,True,True,True,True,True,,49,49,20972,20972,406384,f3b7fe9
authenticated_hash_chain,1000,50,49,1,999,517514,517514,999,10106792,10106.792,10.106792,999,,753657fbe7a8b738ec1ff822b1e3dba3ea082d38859d2c3d9d897cf62dccf6e7,True,True,True,True,True,True,True,,999,999,517514,517514,0,f3b7fe9
gmcp_r,1000,50,1,2,1,711,711,2,179333,179.333,0.179333,951,073258a208fa5bc952a6a99eddc419e99ad1cbbe194e698a7b4d7b92ff2dc68b,,True,True,True,True,True,True,True,,1,1,428,428,406384,f3b7fe9
authenticated_hash_chain,1000,50,1,2,951,492582,492582,951,9420625,9420.625,9.420625,951,,0a7b401106a56d7747d1fcddfbb674820112bfab48dac8b672b424d02b3f1caa,True,True,True,True,True,True,True,,951,951,492582,492582,0,f3b7fe9
gmcp_r,1000,50,25,2,25,10983,10983,26,393041,393.041,0.393041,975,4ffb57eb70434c41d44415688a9347612fa3449928227a07cd7349b867b9d040,,True,True,True,True,True,True,True,,25,25,10700,10700,406384,f3b7fe9
authenticated_hash_chain,1000,50,25,2,975,505021,505021,975,9328542,9328.542,9.328542,975,,e091c5f4e6b592d968fae6bbc61b950f75a420463299cf56ede9d73c56d1c738,True,True,True,True,True,True,True,,975,975,505021,505021,0,f3b7fe9
gmcp_r,1000,50,49,2,49,21255,21255,50,645084,645.084,0.645084,999,e9c970e0f322c3c0d276c368432a28db292920c14d407a02e15db2f044fac45d,,True,True,True,True,True,True,True,,49,49,20972,20972,406384,f3b7fe9
authenticated_hash_chain,1000,50,49,2,999,517456,517456,999,9912250,9912.25,9.91225,999,,5a395c258d16f76b7d3c18f5382a38eaa62f67c978198965dd1af811a0d784e3,True,True,True,True,True,True,True,,999,999,517456,517456,0,f3b7fe9
gmcp_r,1000,50,1,3,1,710,710,2,103417,103.417,0.103417,951,3114294ec8903e04cd7712b604b41037dd622c1400dcebf4820606ecbf5a1c84,,True,True,True,True,True,True,True,,1,1,428,428,406384,f3b7fe9
authenticated_hash_chain,1000,50,1,3,951,492609,492609,951,9139667,9139.667,9.139667,951,,03713f687004de0b095ca625e8260e8e5551cb5af4d682554f8f5b434c6856f8,True,True,True,True,True,True,True,,951,951,492609,492609,0,f3b7fe9
gmcp_r,1000,50,25,3,25,10982,10982,26,466875,466.875,0.466875,975,339cafcab45485f8672b98d438e9ccfa19997dbf1cbd2f242cdebd67aae36547,,True,True,True,True,True,True,True,,25,25,10700,10700,406384,f3b7fe9
authenticated_hash_chain,1000,50,25,3,975,505050,505050,975,9547291,9547.291,9.547291,975,,6759ed29e883ea606422ed516dd37e5a7d9b4adf513a1955c074ec68833eb928,True,True,True,True,True,True,True,,975,975,505050,505050,0,f3b7fe9
gmcp_r,1000,50,49,3,49,21254,21254,50,659916,659.916,0.659916,999,693374068ab20115cb972e26be9baea7a2f9df48fe31d1a87151464f0056c27a,,True,True,True,True,True,True,True,,49,49,20972,20972,406384,f3b7fe9
authenticated_hash_chain,1000,50,49,3,999,517483,517483,999,9611166,9611.166,9.611166,999,,6968e7688ad4715267a86e90347400ff5667b6dc88f24938e7fc5ffbe1b239af,True,True,True,True,True,True,True,,999,999,517483,517483,0,f3b7fe9
gmcp_r,1000,50,1,4,1,710,710,2,155416,155.416,0.155416,951,ad05bb7513a90ca432c56f011321d773d9563c3d043140a0ca55e1eba4be3d1a,,True,True,True,True,True,True,True,,1,1,428,428,406384,f3b7fe9
authenticated_hash_chain,1000,50,1,4,951,492597,492597,951,9116333,9116.333,9.116333,951,,eda69c235c4272bf8eb91dcd0b91a99c2f9fd8ede98758989705000268318be3,True,True,True,True,True,True,True,,951,951,492597,492597,0,f3b7fe9
gmcp_r,1000,50,25,4,25,10982,10982,26,388125,388.125,0.388125,975,94ebd6f2149946bb5215e3d307876ccd6be7def7766e79eda565b3b54bcbf72f,,True,True,True,True,True,True,True,,25,25,10700,10700,406384,f3b7fe9
authenticated_hash_chain,1000,50,25,4,975,505033,505033,975,10372708,10372.708,10.372708,975,,3b70d2d44e516b8050fb96dcdea3bf5d0be648d7ac91218322b0ff4fb7b0b3eb,True,True,True,True,True,True,True,,975,975,505033,505033,0,f3b7fe9
gmcp_r,1000,50,49,4,49,21254,21254,50,617834,617.834,0.617834,999,4a44c225097e940b6a32eaee7a9d94aa44d437d00c6e254847fb2329d62387d4,,True,True,True,True,True,True,True,,49,49,20972,20972,406384,f3b7fe9
authenticated_hash_chain,1000,50,49,4,999,517471,517471,999,10276708,10276.708,10.276708,999,,b39c329ae426d0da38d5f6417f5b1c8b9538cb4a1a7f3f05a2a682e0e6ec857e,True,True,True,True,True,True,True,,999,999,517471,517471,0,f3b7fe9
gmcp_r,1000,50,1,5,1,710,710,2,334875,334.875,0.334875,951,4b3ca4b513cc9f9ce30a754354be0e9a081bc5dca367cce33619b4c2f4e6d181,,True,True,True,True,True,True,True,,1,1,428,428,406384,f3b7fe9
authenticated_hash_chain,1000,50,1,5,951,492570,492570,951,9897166,9897.166,9.897166,951,,d7b95e6d14f30405c68c6b8f0915fae1348ad0829c533844c8ed76886f874e47,True,True,True,True,True,True,True,,951,951,492570,492570,0,f3b7fe9
gmcp_r,1000,50,25,5,25,10982,10982,26,399250,399.25,0.39925,975,009156a431c96519ba40083808319d82b514af1721424decc8a9c9dbbbb7a952,,True,True,True,True,True,True,True,,25,25,10700,10700,406384,f3b7fe9
authenticated_hash_chain,1000,50,25,5,975,505007,505007,975,9784042,9784.042,9.784042,975,,31b32c404a13eb132437868a08f941c200fc2b44d260b1dc775369d79789c0ae,True,True,True,True,True,True,True,,975,975,505007,505007,0,f3b7fe9
gmcp_r,1000,50,49,5,49,21254,21254,50,606375,606.375,0.606375,999,319e8fedaaecc30247859378acc37d250696dbb6f8e30cfcf5fb70f33f26a9a4,,True,True,True,True,True,True,True,,49,49,20972,20972,406384,f3b7fe9
authenticated_hash_chain,1000,50,49,5,999,517441,517441,999,10367125,10367.125,10.367125,999,,b3ca7ddaccb5bd45a665ff77f21c58c5cb715f8da7bd2b66e29cf7c2ffab67d0,True,True,True,True,True,True,True,,999,999,517441,517441,0,f3b7fe9
gmcp_r,1000,50,1,6,1,709,709,2,199542,199.542,0.199542,951,6deeb953291a98ddb564f63339090eb3d146b7602919dbcc7f125372288ad9d3,,True,True,True,True,True,True,True,,1,1,428,428,406384,f3b7fe9
authenticated_hash_chain,1000,50,1,6,951,492583,492583,951,9636792,9636.792,9.636792,951,,4c3e1d05364ec7481fd8599497bed31f26e5c62d3987da6ab8e5dce8e322c17e,True,True,True,True,True,True,True,,951,951,492583,492583,0,f3b7fe9
gmcp_r,1000,50,25,6,25,10981,10981,26,415791,415.791,0.415791,975,8d1a7dae0f76ebb732d3dd87eb0be184acc3e4aa10608352f4e1fa66185d253d,,True,True,True,True,True,True,True,,25,25,10700,10700,406384,f3b7fe9
authenticated_hash_chain,1000,50,25,6,975,505018,505018,975,9473584,9473.584,9.473584,975,,53fe1562e3fa118775709fcd45914170da2a7d19444abf6b6096a2d5a146636e,True,True,True,True,True,True,True,,975,975,505018,505018,0,f3b7fe9
gmcp_r,1000,50,49,6,49,21253,21253,50,610958,610.958,0.610958,999,edaf90eb30e8c4404314d117762082f78ccfc7f453bf43e17be0447fe7de484b,,True,True,True,True,True,True,True,,49,49,20972,20972,406384,f3b7fe9
