session_id,protocol,attack_type,attack_category,attack_applicable,message_count,payload_size,repeat_id,sent_count,accepted_count,rejected_count,timeout_count,error_count,success_rate,attack_injected,attack_detected_by_server,throughput_msg_per_sec,rtt_mean_ms,rtt_std_ms,rtt_min_ms,rtt_max_ms,rtt_median_ms,elapsed_seconds,expected_session_id,packet_session_id,connection_bound_session_id,rejection_reason,rejection_class,attack_expected_reason,attack_reason_match,experiment_id,run_id,git_commit,python_version,os_info,random_seed,command_line,experiment_type
baseline-gmcp_r-none-m100-p512-r23-1783669915675691,gmcp_r,none,none,True,100,512,23,100,100,0,0,0,100.0,False,False,6657.31,0.13,0.03,0.09,0.24,0.12,0.02,baseline-gmcp_r-none-m100-p512-r23-1783669915675691,baseline-gmcp_r-none-m100-p512-r23-1783669915675691,baseline-gmcp_r-none-m100-p512-r23-1783669915675691,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r24-1783669915793414,gmcp_r,none,none,True,100,512,24,100,100,0,0,0,100.0,False,False,6229.29,0.14,0.03,0.09,0.26,0.13,0.02,baseline-gmcp_r-none-m100-p512-r24-1783669915793414,baseline-gmcp_r-none-m100-p512-r24-1783669915793414,baseline-gmcp_r-none-m100-p512-r24-1783669915793414,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r25-1783669915914960,gmcp_r,none,none,True,100,512,25,100,100,0,0,0,100.0,False,False,6250.83,0.14,0.03,0.1,0.32,0.13,0.02,baseline-gmcp_r-none-m100-p512-r25-1783669915914960,baseline-gmcp_r-none-m100-p512-r25-1783669915914960,baseline-gmcp_r-none-m100-p512-r25-1783669915914960,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r26-1783669916032435,gmcp_r,none,none,True,100,512,26,100,100,0,0,0,100.0,False,False,6756.72,0.13,0.02,0.1,0.22,0.12,0.01,baseline-gmcp_r-none-m100-p512-r26-1783669916032435,baseline-gmcp_r-none-m100-p512-r26-1783669916032435,baseline-gmcp_r-none-m100-p512-r26-1783669916032435,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r27-1783669916150552,gmcp_r,none,none,True,100,512,27,100,100,0,0,0,100.0,False,False,6480.49,0.13,0.03,0.1,0.27,0.12,0.02,baseline-gmcp_r-none-m100-p512-r27-1783669916150552,baseline-gmcp_r-none-m100-p512-r27-1783669916150552,baseline-gmcp_r-none-m100-p512-r27-1783669916150552,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r28-1783669916267272,gmcp_r,none,none,True,100,512,28,100,100,0,0,0,100.0,False,False,6528.3,0.13,0.05,0.1,0.48,0.12,0.02,baseline-gmcp_r-none-m100-p512-r28-1783669916267272,baseline-gmcp_r-none-m100-p512-r28-1783669916267272,baseline-gmcp_r-none-m100-p512-r28-1783669916267272,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r29-1783669916388090,gmcp_r,none,none,True,100,512,29,100,100,0,0,0,100.0,False,False,6037.23,0.15,0.05,0.1,0.55,0.14,0.02,baseline-gmcp_r-none-m100-p512-r29-1783669916388090,baseline-gmcp_r-none-m100-p512-r29-1783669916388090,baseline-gmcp_r-none-m100-p512-r29-1783669916388090,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r30-1783669916509088,gmcp_r,none,none,True,100,512,30,100,100,0,0,0,100.0,False,False,6298.42,0.14,0.03,0.1,0.26,0.13,0.02,baseline-gmcp_r-none-m100-p512-r30-1783669916509088,baseline-gmcp_r-none-m100-p512-r30-1783669916509088,baseline-gmcp_r-none-m100-p512-r30-1783669916509088,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r1-1783669916630456,gmcp_r,none,none,True,500,128,1,500,500,0,0,0,100.0,False,False,9694.23,0.09,0.04,0.05,0.23,0.07,0.05,baseline-gmcp_r-none-m500-p128-r1-1783669916630456,baseline-gmcp_r-none-m500-p128-r1-1783669916630456,baseline-gmcp_r-none-m500-p128-r1-1783669916630456,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r2-1783669916783811,gmcp_r,none,none,True,500,128,2,500,500,0,0,0,100.0,False,False,12431.03,0.07,0.02,0.04,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p128-r2-1783669916783811,baseline-gmcp_r-none-m500-p128-r2-1783669916783811,baseline-gmcp_r-none-m500-p128-r2-1783669916783811,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r3-1783669916924788,gmcp_r,none,none,True,500,128,3,500,500,0,0,0,100.0,False,False,13093.53,0.06,0.02,0.05,0.16,0.06,0.04,baseline-gmcp_r-none-m500-p128-r3-1783669916924788,baseline-gmcp_r-none-m500-p128-r3-1783669916924788,baseline-gmcp_r-none-m500-p128-r3-1783669916924788,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r4-1783669917068388,gmcp_r,none,none,True,500,128,4,500,500,0,0,0,100.0,False,False,12461.09,0.07,0.02,0.04,0.16,0.06,0.04,baseline-gmcp_r-none-m500-p128-r4-1783669917068388,baseline-gmcp_r-none-m500-p128-r4-1783669917068388,baseline-gmcp_r-none-m500-p128-r4-1783669917068388,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r5-1783669917214057,gmcp_r,none,none,True,500,128,5,500,500,0,0,0,100.0,False,False,12467.54,0.07,0.02,0.05,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p128-r5-1783669917214057,baseline-gmcp_r-none-m500-p128-r5-1783669917214057,baseline-gmcp_r-none-m500-p128-r5-1783669917214057,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r6-1783669917359032,gmcp_r,none,none,True,500,128,6,500,500,0,0,0,100.0,False,False,12740.2,0.07,0.02,0.05,0.16,0.06,0.04,baseline-gmcp_r-none-m500-p128-r6-1783669917359032,baseline-gmcp_r-none-m500-p128-r6-1783669917359032,baseline-gmcp_r-none-m500-p128-r6-1783669917359032,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r7-1783669917503834,gmcp_r,none,none,True,500,128,7,500,500,0,0,0,100.0,False,False,13155.79,0.06,0.02,0.05,0.16,0.06,0.04,baseline-gmcp_r-none-m500-p128-r7-1783669917503834,baseline-gmcp_r-none-m500-p128-r7-1783669917503834,baseline-gmcp_r-none-m500-p128-r7-1783669917503834,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r8-1783669917647344,gmcp_r,none,none,True,500,128,8,500,500,0,0,0,100.0,False,False,12625.61,0.07,0.02,0.04,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p128-r8-1783669917647344,baseline-gmcp_r-none-m500-p128-r8-1783669917647344,baseline-gmcp_r-none-m500-p128-r8-1783669917647344,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r9-1783669917792218,gmcp_r,none,none,True,500,128,9,500,500,0,0,0,100.0,False,False,12558.32,0.07,0.02,0.05,0.18,0.06,0.04,baseline-gmcp_r-none-m500-p128-r9-1783669917792218,baseline-gmcp_r-none-m500-p128-r9-1783669917792218,baseline-gmcp_r-none-m500-p128-r9-1783669917792218,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r10-1783669917937521,gmcp_r,none,none,True,500,128,10,500,500,0,0,0,100.0,False,False,13118.6,0.06,0.02,0.05,0.15,0.06,0.04,baseline-gmcp_r-none-m500-p128-r10-1783669917937521,baseline-gmcp_r-none-m500-p128-r10-1783669917937521,baseline-gmcp_r-none-m500-p128-r10-1783669917937521,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r11-1783669918077451,gmcp_r,none,none,True,500,128,11,500,500,0,0,0,100.0,False,False,12634.82,0.07,0.02,0.04,0.18,0.06,0.04,baseline-gmcp_r-none-m500-p128-r11-1783669918077451,baseline-gmcp_r-none-m500-p128-r11-1783669918077451,baseline-gmcp_r-none-m500-p128-r11-1783669918077451,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r12-1783669918222496,gmcp_r,none,none,True,500,128,12,500,500,0,0,0,100.0,False,False,11948.02,0.07,0.02,0.05,0.16,0.06,0.04,baseline-gmcp_r-none-m500-p128-r12-1783669918222496,baseline-gmcp_r-none-m500-p128-r12-1783669918222496,baseline-gmcp_r-none-m500-p128-r12-1783669918222496,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r13-1783669918369809,gmcp_r,none,none,True,500,128,13,500,500,0,0,0,100.0,False,False,12493.98,0.07,0.02,0.05,0.14,0.06,0.04,baseline-gmcp_r-none-m500-p128-r13-1783669918369809,baseline-gmcp_r-none-m500-p128-r13-1783669918369809,baseline-gmcp_r-none-m500-p128-r13-1783669918369809,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r14-1783669918515319,gmcp_r,none,none,True,500,128,14,500,500,0,0,0,100.0,False,False,12409.99,0.07,0.02,0.04,0.14,0.06,0.04,baseline-gmcp_r-none-m500-p128-r14-1783669918515319,baseline-gmcp_r-none-m500-p128-r14-1783669918515319,baseline-gmcp_r-none-m500-p128-r14-1783669918515319,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r15-1783669918656368,gmcp_r,none,none,True,500,128,15,500,500,0,0,0,100.0,False,False,12840.6,0.07,0.02,0.05,0.15,0.06,0.04,baseline-gmcp_r-none-m500-p128-r15-1783669918656368,baseline-gmcp_r-none-m500-p128-r15-1783669918656368,baseline-gmcp_r-none-m500-p128-r15-1783669918656368,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r16-1783669918799918,gmcp_r,none,none,True,500,128,16,500,500,0,0,0,100.0,False,False,12481.64,0.07,0.02,0.04,0.19,0.06,0.04,baseline-gmcp_r-none-m500-p128-r16-1783669918799918,baseline-gmcp_r-none-m500-p128-r16-1783669918799918,baseline-gmcp_r-none-m500-p128-r16-1783669918799918,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r17-1783669918942576,gmcp_r,none,none,True,500,128,17,500,500,0,0,0,100.0,False,False,12991.49,0.06,0.02,0.05,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p128-r17-1783669918942576,baseline-gmcp_r-none-m500-p128-r17-1783669918942576,baseline-gmcp_r-none-m500-p128-r17-1783669918942576,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r18-1783669919085591,gmcp_r,none,none,True,500,128,18,500,500,0,0,0,100.0,False,False,13002.85,0.06,0.02,0.05,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p128-r18-1783669919085591,baseline-gmcp_r-none-m500-p128-r18-1783669919085591,baseline-gmcp_r-none-m500-p128-r18-1783669919085591,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r19-1783669919229473,gmcp_r,none,none,True,500,128,19,500,500,0,0,0,100.0,False,False,12703.93,0.07,0.02,0.05,0.15,0.06,0.04,baseline-gmcp_r-none-m500-p128-r19-1783669919229473,baseline-gmcp_r-none-m500-p128-r19-1783669919229473,baseline-gmcp_r-none-m500-p128-r19-1783669919229473,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r20-1783669919374393,gmcp_r,none,none,True,500,128,20,500,500,0,0,0,100.0,False,False,12696.85,0.07,0.02,0.05,0.15,0.06,0.04,baseline-gmcp_r-none-m500-p128-r20-1783669919374393,baseline-gmcp_r-none-m500-p128-r20-1783669919374393,baseline-gmcp_r-none-m500-p128-r20-1783669919374393,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r21-1783669919519249,gmcp_r,none,none,True,500,128,21,500,500,0,0,0,100.0,False,False,12837.61,0.07,0.02,0.05,0.15,0.06,0.04,baseline-gmcp_r-none-m500-p128-r21-1783669919519249,baseline-gmcp_r-none-m500-p128-r21-1783669919519249,baseline-gmcp_r-none-m500-p128-r21-1783669919519249,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r22-1783669919663664,gmcp_r,none,none,True,500,128,22,500,500,0,0,0,100.0,False,False,12341.71,0.07,0.02,0.05,0.15,0.06,0.04,baseline-gmcp_r-none-m500-p128-r22-1783669919663664,baseline-gmcp_r-none-m500-p128-r22-1783669919663664,baseline-gmcp_r-none-m500-p128-r22-1783669919663664,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r23-1783669919808970,gmcp_r,none,none,True,500,128,23,500,500,0,0,0,100.0,False,False,12556.82,0.07,0.02,0.04,0.19,0.06,0.04,baseline-gmcp_r-none-m500-p128-r23-1783669919808970,baseline-gmcp_r-none-m500-p128-r23-1783669919808970,baseline-gmcp_r-none-m500-p128-r23-1783669919808970,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r24-1783669919953967,gmcp_r,none,none,True,500,128,24,500,500,0,0,0,100.0,False,False,13203.75,0.06,0.02,0.05,0.24,0.06,0.04,baseline-gmcp_r-none-m500-p128-r24-1783669919953967,baseline-gmcp_r-none-m500-p128-r24-1783669919953967,baseline-gmcp_r-none-m500-p128-r24-1783669919953967,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r25-1783669920095503,gmcp_r,none,none,True,500,128,25,500,500,0,0,0,100.0,False,False,12568.18,0.07,0.02,0.05,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p128-r25-1783669920095503,baseline-gmcp_r-none-m500-p128-r25-1783669920095503,baseline-gmcp_r-none-m500-p128-r25-1783669920095503,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r26-1783669920235859,gmcp_r,none,none,True,500,128,26,500,500,0,0,0,100.0,False,False,12860.12,0.07,0.02,0.05,0.19,0.06,0.04,baseline-gmcp_r-none-m500-p128-r26-1783669920235859,baseline-gmcp_r-none-m500-p128-r26-1783669920235859,baseline-gmcp_r-none-m500-p128-r26-1783669920235859,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r27-1783669920375763,gmcp_r,none,none,True,500,128,27,500,500,0,0,0,100.0,False,False,13050.76,0.06,0.02,0.05,0.18,0.06,0.04,baseline-gmcp_r-none-m500-p128-r27-1783669920375763,baseline-gmcp_r-none-m500-p128-r27-1783669920375763,baseline-gmcp_r-none-m500-p128-r27-1783669920375763,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r28-1783669920517374,gmcp_r,none,none,True,500,128,28,500,500,0,0,0,100.0,False,False,12404.71,0.07,0.02,0.05,0.16,0.06,0.04,baseline-gmcp_r-none-m500-p128-r28-1783669920517374,baseline-gmcp_r-none-m500-p128-r28-1783669920517374,baseline-gmcp_r-none-m500-p128-r28-1783669920517374,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r29-1783669920663143,gmcp_r,none,none,True,500,128,29,500,500,0,0,0,100.0,False,False,12952.98,0.07,0.02,0.05,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p128-r29-1783669920663143,baseline-gmcp_r-none-m500-p128-r29-1783669920663143,baseline-gmcp_r-none-m500-p128-r29-1783669920663143,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p128-r30-1783669920807196,gmcp_r,none,none,True,500,128,30,500,500,0,0,0,100.0,False,False,8438.63,0.1,0.49,0.05,10.78,0.06,0.06,baseline-gmcp_r-none-m500-p128-r30-1783669920807196,baseline-gmcp_r-none-m500-p128-r30-1783669920807196,baseline-gmcp_r-none-m500-p128-r30-1783669920807196,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p512-r1-1783669920967390,gmcp_r,none,none,True,500,512,1,500,500,0,0,0,100.0,False,False,11995.04,0.07,0.02,0.05,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p512-r1-1783669920967390,baseline-gmcp_r-none-m500-p512-r1-1783669920967390,baseline-gmcp_r-none-m500-p512-r1-1783669920967390,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p512-r2-1783669921114578,gmcp_r,none,none,True,500,512,2,500,500,0,0,0,100.0,False,False,11713.45,0.07,0.02,0.05,0.2,0.07,0.04,baseline-gmcp_r-none-m500-p512-r2-1783669921114578,baseline-gmcp_r-none-m500-p512-r2-1783669921114578,baseline-gmcp_r-none-m500-p512-r2-1783669921114578,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p512-r3-1783669921262775,gmcp_r,none,none,True,500,512,3,500,500,0,0,0,100.0,False,False,12138.26,0.07,0.02,0.05,0.19,0.06,0.04,baseline-gmcp_r-none-m500-p512-r3-1783669921262775,baseline-gmcp_r-none-m500-p512-r3-1783669921262775,baseline-gmcp_r-none-m500-p512-r3-1783669921262775,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p512-r4-1783669921409448,gmcp_r,none,none,True,500,512,4,500,500,0,0,0,100.0,False,False,12123.88,0.07,0.02,0.05,0.18,0.06,0.04,baseline-gmcp_r-none-m500-p512-r4-1783669921409448,baseline-gmcp_r-none-m500-p512-r4-1783669921409448,baseline-gmcp_r-none-m500-p512-r4-1783669921409448,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p512-r5-1783669921556217,gmcp_r,none,none,True,500,512,5,500,500,0,0,0,100.0,False,False,11767.54,0.07,0.02,0.05,0.19,0.06,0.04,baseline-gmcp_r-none-m500-p512-r5-1783669921556217,baseline-gmcp_r-none-m500-p512-r5-1783669921556217,baseline-gmcp_r-none-m500-p512-r5-1783669921556217,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p512-r6-1783669921704033,gmcp_r,none,none,True,500,512,6,500,500,0,0,0,100.0,False,False,10659.67,0.08,0.02,0.05,0.21,0.07,0.05,baseline-gmcp_r-none-m500-p512-r6-1783669921704033,baseline-gmcp_r-none-m500-p512-r6-1783669921704033,baseline-gmcp_r-none-m500-p512-r6-1783669921704033,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p512-r7-1783669921856423,gmcp_r,none,none,True,500,512,7,500,500,0,0,0,100.0,False,False,12007.74,0.07,0.02,0.05,0.18,0.06,0.04,baseline-gmcp_r-none-m500-p512-r7-1783669921856423,baseline-gmcp_r-none-m500-p512-r7-1783669921856423,baseline-gmcp_r-none-m500-p512-r7-1783669921856423,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m500-p512-r8-1783669922003559,gmcp_r,none,none,True,500,512,8,500,500,0,0,0,100.0,False,False,11665.04,0.07,0.02,0.05,0.17,0.06,0.04,baseline-gmcp_r-none-m500-p512-r8-1783669922003559,baseline-gmcp_r-none-m500-p512-r8-1783669922003559,baseline-gmcp_r-none-m500-p512-r8-1783669922003559,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
