mode,protocol,msg_count,payload_size,wall_time_sec,throughput_msg_per_sec,build_mean_us,build_std_us,build_p50_us,build_p95_us,build_p99_us,verify_mean_us,verify_std_us,verify_p50_us,verify_p95_us,verify_p99_us,e2e_mean_us,e2e_std_us,e2e_p50_us,e2e_p95_us,e2e_p99_us,repeat_id
local,gmcp_r,500,64,0.0069,72545.25,6.06,1.04,5.917,6.4191,9.0881,7.09,2.88,6.833,7.2111,9.7105,13.16,3.34,12.75,13.5872,20.6144,1
local,gmcp_r,500,64,0.0068,73251.12,6.07,1.15,5.958,6.208,8.3401,6.98,1.18,6.834,7.167,9.2123,13.05,2.09,12.792,13.333,17.6362,2
local,gmcp_r,500,64,0.0069,72296.56,6.22,4.66,5.875,6.336,8.9697,7.04,2.43,6.792,7.1691,8.7178,13.25,5.92,12.667,13.8423,19.691,3
local,gmcp_r,500,64,0.0068,73633.64,6.04,0.88,5.875,6.375,9.5844,6.94,1.25,6.833,7.125,8.6699,12.98,1.79,12.667,13.5831,17.2927,4
local,gmcp_r,500,64,0.0067,74215.63,6.03,2.44,5.833,6.2081,6.8351,6.89,1.47,6.75,7.125,7.885,12.92,3.27,12.583,13.291,15.0279,5
local,gmcp_r,500,64,0.0066,75218.6,5.97,3.42,5.75,6.166,6.6283,6.79,0.86,6.667,7.125,7.334,12.77,3.86,12.416,13.2081,14.1292,6
local,gmcp_r,500,64,0.0068,73700.56,5.99,1.31,5.709,6.7173,9.7093,6.96,3.23,6.666,7.208,7.7558,12.95,3.61,12.375,14.708,21.8788,7
local,gmcp_r,500,64,0.0069,72900.91,6.32,3.62,5.75,8.4601,12.0163,6.81,1.65,6.625,7.167,9.1802,13.13,4.43,12.417,15.2521,33.8605,8
local,gmcp_r,500,64,0.0067,75075.08,5.91,0.94,5.708,7.333,9.2957,6.85,3.75,6.583,7.083,8.7115,12.76,3.95,12.291,14.377,17.4653,9
local,gmcp_r,500,64,0.0065,76616.61,5.87,3.73,5.6665,5.8361,6.2949,6.65,1.25,6.583,6.75,7.042,12.52,4.97,12.25,12.583,13.343,10
local,gmcp_r,500,64,0.0064,77907.41,5.68,0.16,5.666,5.8331,6.0004,6.65,1.2,6.583,6.75,6.9183,12.33,1.23,12.209,12.5411,12.8415,11
local,gmcp_r,500,64,0.0068,73227.0,6.17,2.72,5.959,6.417,8.6279,6.93,0.64,6.833,7.334,7.9174,13.09,3.3,12.792,13.708,15.7525,12
local,gmcp_r,500,64,0.0069,72215.2,6.1,1.32,5.9165,6.458,10.0021,7.15,3.66,6.833,7.25,11.9632,13.25,4.16,12.75,13.6691,27.0098,13
local,gmcp_r,500,64,0.0069,72307.02,6.19,2.16,5.958,6.5831,8.6604,7.05,1.36,6.875,7.583,11.4709,13.24,2.98,12.8335,14.1271,23.6829,14
local,gmcp_r,500,64,0.0068,73883.89,6.05,2.29,5.875,6.208,6.7092,6.91,1.65,6.792,7.0861,7.6254,12.96,3.91,12.708,13.252,14.3792,15
local,gmcp_r,500,64,0.0068,73914.83,6.01,2.16,5.875,6.084,7.8334,6.97,2.15,6.791,7.042,8.0004,12.98,3.72,12.666,13.086,16.8804,16
local,gmcp_r,500,64,0.0066,76264.56,5.81,0.18,5.792,6.042,6.3348,6.78,0.62,6.709,7.0411,7.333,12.59,0.69,12.5,13.083,13.5414,17
local,gmcp_r,500,64,0.0064,78037.62,5.68,0.08,5.667,5.833,6.0,6.62,0.07,6.625,6.75,6.833,12.3,0.12,12.291,12.541,12.75,18
local,gmcp_r,500,64,0.0069,72096.75,6.25,1.58,5.958,8.3464,10.1678,7.0,1.6,6.8335,7.3331,8.8762,13.24,2.66,12.791,15.4652,17.5067,19
local,gmcp_r,500,64,0.0066,75416.2,5.92,2.67,5.75,6.042,6.5083,6.81,2.01,6.667,6.958,7.2504,12.73,3.92,12.375,12.959,15.0234,20
local,gmcp_r,500,64,0.0066,75508.74,5.91,1.56,5.833,5.959,6.2517,6.8,1.4,6.75,6.917,7.083,12.71,2.2,12.584,12.875,13.2918,21
local,gmcp_r,500,64,0.0065,76886.11,5.78,0.25,5.75,6.125,6.5004,6.71,0.25,6.667,7.0831,7.4174,12.5,0.46,12.375,13.208,13.5834,22
local,gmcp_r,500,64,0.0065,76609.77,5.84,1.21,5.708,6.2521,6.5842,6.69,0.25,6.625,7.125,7.5004,12.53,1.4,12.333,13.417,14.041,23
local,gmcp_r,500,64,0.0066,75622.94,5.96,3.29,5.792,6.0,6.3344,6.76,0.25,6.75,6.958,7.2914,12.71,3.5,12.583,12.9611,13.417,24
local,gmcp_r,500,64,0.0068,73574.04,6.14,3.35,5.875,6.25,8.047,6.91,0.72,6.792,7.167,7.5481,13.05,4.05,12.667,13.334,15.7504,25
local,gmcp_r,500,64,0.007,71131.77,6.32,3.62,5.916,6.459,9.7396,7.13,2.87,6.833,7.3351,11.0799,13.45,5.69,12.75,13.7152,38.2382,26
local,gmcp_r,500,64,0.0065,76384.47,5.83,1.48,5.708,6.0,6.541,6.73,0.97,6.625,7.0,7.2098,12.56,2.05,12.333,12.958,13.5448,27
local,gmcp_r,500,64,0.0068,74013.77,6.06,1.69,5.792,6.541,9.9203,6.91,2.24,6.709,7.125,9.0033,12.96,3.06,12.5,13.8938,17.0162,28
local,gmcp_r,500,64,0.0069,72888.06,6.2,2.25,5.916,6.5,9.5029,6.91,0.74,6.833,7.208,8.0004,13.11,2.87,12.709,13.5913,16.7169,29
local,gmcp_r,500,64,0.0067,75162.54,5.93,0.89,5.834,6.1271,6.8762,6.86,0.33,6.792,7.083,7.9191,12.79,1.19,12.666,13.1661,14.505,30
local,gmcp_r,1000,64,0.0132,75657.75,5.85,0.84,5.792,6.083,6.4584,6.85,2.94,6.75,7.041,7.3348,12.71,3.72,12.542,13.125,13.9682,1
local,gmcp_r,1000,64,0.0134,74775.21,6.02,1.85,5.792,6.333,10.0017,6.82,1.54,6.709,7.0,7.3355,12.84,2.8,12.542,13.4232,16.917,2
local,gmcp_r,1000,64,0.0149,67162.92,6.87,18.52,5.792,6.667,19.6275,7.41,10.43,6.667,7.25,21.5016,14.28,22.26,12.458,14.4285,40.6741,3
local,gmcp_r,1000,64,0.013,76630.31,5.79,0.95,5.708,5.958,7.541,6.7,1.31,6.584,6.833,7.2098,12.49,1.82,12.292,12.7521,14.7987,4
local,gmcp_r,1000,64,0.0137,73116.34,6.21,3.36,5.792,8.208,10.6258,6.85,2.56,6.625,7.166,10.4688,13.06,4.62,12.458,15.0,22.7905,5
local,gmcp_r,1000,64,0.0134,74606.45,5.95,1.54,5.75,6.291,9.0528,6.89,2.65,6.666,7.0831,10.6689,12.84,3.31,12.416,13.5461,22.8887,6
local,gmcp_r,1000,64,0.0132,75584.6,5.87,1.15,5.708,6.042,9.5423,6.82,2.21,6.666,6.958,7.291,12.69,2.55,12.375,13.083,17.1799,7
local,gmcp_r,1000,64,0.0132,75976.77,5.93,1.79,5.709,6.417,9.5861,6.71,1.23,6.625,6.958,8.0013,12.64,2.69,12.334,13.9202,16.7512,8
local,gmcp_r,1000,64,0.0132,75760.69,5.93,1.79,5.708,6.125,9.5834,6.73,1.35,6.625,6.917,8.75,12.66,2.8,12.333,13.0861,18.3908,9
local,gmcp_r,1000,64,0.0133,75157.13,5.93,1.88,5.667,6.292,9.3771,6.79,1.56,6.625,7.042,11.2537,12.72,2.73,12.292,13.7941,25.167,10
local,gmcp_r,1000,64,0.013,76959.34,5.81,1.85,5.667,5.834,6.922,6.68,0.61,6.625,6.791,7.083,12.49,2.31,12.292,12.584,14.7163,11
local,gmcp_r,1000,64,0.0135,74309.16,6.07,2.49,5.708,8.208,9.9594,6.82,2.69,6.584,7.0441,9.5926,12.89,3.94,12.333,15.083,24.6275,12
local,gmcp_r,1000,64,0.0132,75930.86,5.93,2.91,5.667,6.042,8.3767,6.71,1.29,6.625,6.875,7.6392,12.64,3.39,12.333,12.958,21.9909,13
local,gmcp_r,1000,64,0.013,76916.18,5.76,0.86,5.666,5.917,8.583,6.73,2.17,6.625,6.792,7.0433,12.49,2.41,12.291,12.792,15.4601,14
local,gmcp_r,1000,64,0.0132,76002.52,5.86,1.5,5.708,6.125,8.7508,6.75,1.96,6.625,6.875,7.458,12.62,2.63,12.333,13.0441,16.5432,15
local,gmcp_r,1000,64,0.0132,75596.02,5.89,1.72,5.667,6.167,8.9316,6.8,2.03,6.625,6.9611,10.0008,12.69,2.97,12.292,13.208,26.5162,16
local,gmcp_r,1000,64,0.0133,75118.78,5.89,1.52,5.666,6.4327,9.291,6.86,2.57,6.625,6.9191,8.9584,12.74,3.44,12.292,14.208,19.7775,17
local,gmcp_r,1000,64,0.013,76836.88,5.8,1.41,5.709,5.958,6.042,6.71,0.22,6.667,6.958,7.083,12.51,1.49,12.416,12.916,13.0424,18
local,gmcp_r,1000,64,0.0133,75116.19,5.98,1.79,5.709,6.5851,9.8767,6.8,1.94,6.667,6.917,7.7525,12.78,2.94,12.416,13.7152,16.9607,19
local,gmcp_r,1000,64,0.0138,72548.76,6.0,1.0,5.791,6.542,9.9182,7.22,8.23,6.708,7.208,13.63,13.22,8.33,12.5,14.5861,28.5,20
local,gmcp_r,1000,64,0.0133,75068.5,5.92,0.94,5.709,6.461,9.458,6.86,3.67,6.708,7.0021,7.5424,12.78,3.85,12.417,13.734,16.416,21
local,gmcp_r,1000,64,0.0137,73192.15,6.13,3.11,5.833,6.4601,9.1312,7.0,2.73,6.75,7.209,8.8762,13.12,4.71,12.542,13.75,19.1043,22
local,gmcp_r,1000,64,0.0132,75550.1,5.87,1.17,5.75,6.125,8.3754,6.82,2.77,6.625,7.0,7.4178,12.7,3.09,12.375,13.166,15.7113,23
local,gmcp_r,1000,64,0.0131,76490.37,5.8,1.16,5.708,5.9581,6.4594,6.76,1.49,6.625,6.875,7.5545,12.56,2.09,12.333,12.794,16.7935,24
local,gmcp_r,1000,64,0.0137,73226.09,6.21,2.1,5.75,8.7521,10.4168,6.84,2.56,6.625,7.125,8.7508,13.05,3.82,12.416,15.8771,17.6296,25
local,gmcp_r,1000,64,0.0133,75131.48,6.0,3.13,5.75,6.291,8.2113,6.78,1.45,6.625,6.9611,8.7575,12.78,3.76,12.416,13.3382,16.8351,26
local,gmcp_r,1000,64,0.0135,74226.19,6.0,2.56,5.75,6.3331,9.4178,6.91,3.02,6.667,7.125,7.9657,12.91,4.22,12.417,13.5,16.7949,27
local,gmcp_r,1000,64,0.0135,73933.28,6.02,1.09,5.875,6.3771,8.2084,6.95,2.52,6.75,7.25,8.583,12.97,2.98,12.625,13.5851,16.2973,28
local,gmcp_r,1000,64,0.0134,74427.14,6.03,2.24,5.75,6.208,11.8755,6.85,2.18,6.625,7.083,9.2157,12.89,3.51,12.375,13.3331,29.5196,29
local,gmcp_r,1000,64,0.0131,76221.2,5.91,1.74,5.709,6.042,8.583,6.66,0.64,6.584,6.833,7.25,12.57,2.11,12.333,12.917,15.7508,30
local,gmcp_r,500,128,0.0067,74084.59,6.11,1.71,6.0,6.125,6.375,6.9,0.12,6.875,7.0021,7.1254,13.0,1.8,12.875,13.125,13.6664,1
local,gmcp_r,500,128,0.0067,74791.06,6.01,0.07,6.0,6.125,6.208,6.87,0.07,6.875,7.0,7.0844,12.88,0.11,12.875,13.083,13.2504,2
local,gmcp_r,500,128,0.0071,70046.41,6.41,1.71,6.125,7.4643,10.2621,7.23,1.31,7.0,7.666,11.3759,13.64,2.54,13.125,16.0441,28.3996,3
local,gmcp_r,500,128,0.0072,69699.37,6.57,2.72,6.0,9.002,10.6692,7.22,3.01,6.916,7.5,10.8427,13.8,4.41,12.958,16.4611,36.0905,4
local,gmcp_r,500,128,0.007,71322.43,6.25,1.36,5.959,8.0146,10.6668,7.22,2.83,6.875,7.4581,15.7725,13.47,3.36,12.875,15.4652,30.4245,5
local,gmcp_r,500,128,0.0069,72251.29,6.28,2.78,5.959,6.461,9.2542,7.04,1.44,6.875,7.333,8.5042,13.32,3.92,12.833,13.833,17.5876,6
local,gmcp_r,500,128,0.0067,74853.1,5.96,0.08,5.958,6.084,6.25,6.9,0.09,6.875,7.042,7.25,12.87,0.15,12.834,13.0861,13.458,7
local,gmcp_r,500,128,0.0067,74710.03,5.98,0.12,5.958,6.125,6.3338,6.91,0.17,6.916,7.042,7.3754,12.9,0.25,12.875,13.125,13.7914,8
local,gmcp_r,500,128,0.0069,71961.86,6.37,4.04,6.0,7.0041,10.0021,7.0,0.79,6.916,7.375,8.6262,13.37,4.73,12.916,14.4233,17.3775,9
local,gmcp_r,500,128,0.0073,68435.73,6.58,3.05,6.0205,7.9643,16.2917,7.43,2.85,6.958,8.3792,17.2546,14.01,4.72,12.958,17.458,40.8476,10
local,gmcp_r,500,128,0.0077,65255.69,6.74,2.45,6.041,9.1101,19.7957,7.93,3.41,7.0,15.3372,24.5,14.68,5.11,13.0,23.4191,38.6421,11
local,gmcp_r,500,128,0.0067,74645.89,5.96,0.08,5.958,6.0861,6.292,6.94,0.09,6.917,7.083,7.208,12.9,0.14,12.875,13.125,13.4594,12
local,gmcp_r,500,128,0.007,71570.43,6.21,1.32,6.0,6.5872,10.0017,7.24,2.73,6.959,7.583,9.2943,13.44,3.19,12.959,14.2521,24.2808,13
local,gmcp_r,500,128,0.0069,72381.16,6.21,1.84,5.958,7.2111,10.208,7.07,1.8,6.916,7.377,7.9673,13.27,2.72,12.875,14.708,17.3783,14
local,gmcp_r,500,128,0.007,70935.41,6.38,2.55,6.084,6.7111,9.0424,7.15,1.16,7.0,7.5441,7.9759,13.53,3.49,13.125,14.3402,16.3942,15
local,gmcp_r,500,128,0.0071,70176.67,6.4,1.81,6.042,7.4083,10.1821,7.22,1.66,6.959,7.542,11.9199,13.62,2.83,13.0,15.461,31.6105,16
local,gmcp_r,500,128,0.0069,71947.62,6.27,1.91,6.0,6.875,9.0545,7.07,2.03,6.916,7.417,8.1254,13.35,2.98,12.916,14.1292,17.1098,17
local,gmcp_r,500,128,0.0068,73123.91,6.18,2.29,6.0,6.25,8.4189,6.97,0.7,6.917,7.083,7.2924,13.15,2.96,12.916,13.5,15.5516,18
local,gmcp_r,500,128,0.0069,72766.52,6.12,1.57,5.959,6.2911,8.422,7.11,2.17,6.917,7.167,8.6262,13.23,3.54,12.875,13.5042,17.0034,19
local,gmcp_r,500,128,0.0067,74712.82,5.97,0.08,5.958,6.125,6.1664,6.91,0.07,6.916,7.042,7.125,12.89,0.12,12.875,13.0861,13.25,20
local,gmcp_r,500,128,0.0067,74244.56,5.98,0.1,5.959,6.125,6.25,6.99,1.38,6.917,7.083,7.291,12.97,1.38,12.875,13.167,13.5013,21
local,gmcp_r,500,128,0.0072,69521.29,6.57,2.67,6.042,9.1691,12.4786,7.22,2.28,7.0,7.5021,10.1966,13.79,3.87,13.041,16.3792,26.1351,22
local,gmcp_r,500,128,0.0071,70639.35,6.36,1.72,6.084,7.0441,10.4191,7.24,2.3,6.959,7.5,11.2973,13.61,3.07,13.083,14.8792,28.0945,23
local,gmcp_r,500,128,0.0068,73010.02,6.07,0.49,6.0,6.292,7.7142,7.1,1.87,6.916,7.25,8.2621,13.17,2.0,12.8955,13.5851,18.8626,24
local,gmcp_r,500,128,0.007,71334.31,6.28,1.87,6.042,6.666,9.8817,7.13,2.79,6.917,7.375,8.0432,13.41,3.58,12.959,14.0,17.6995,25
local,gmcp_r,500,128,0.007,71588.8,6.3,2.04,6.042,6.7081,8.1342,7.13,1.58,6.958,7.667,7.958,13.44,3.47,13.0,14.333,17.0259,26
local,gmcp_r,500,128,0.0068,73531.22,6.16,2.66,5.958,6.2101,9.1283,6.92,0.92,6.875,7.0,7.375,13.08,3.54,12.833,13.25,16.5452,27
local,gmcp_r,500,128,0.007,71121.65,6.24,0.89,6.083,6.666,9.6296,7.24,2.07,6.958,7.625,10.1707,13.47,2.37,13.041,14.2952,22.14,28
local,gmcp_r,500,128,0.007,71734.72,6.22,1.32,6.0,6.6271,12.5485,7.17,1.82,6.917,7.5473,11.7201,13.39,2.55,12.916,14.1774,27.9289,29
local,gmcp_r,500,128,0.0071,70873.81,6.46,2.77,6.041,8.3771,10.3718,7.09,1.99,6.9165,7.3331,9.0878,13.54,4.47,12.958,15.458,21.815,30
local,gmcp_r,1000,128,0.0136,73581.26,6.11,1.51,5.958,6.333,9.625,6.96,0.85,6.916,7.042,7.4182,13.07,2.05,12.834,13.419,16.6681,1
local,gmcp_r,1000,128,0.0137,72940.34,6.2,1.15,6.0,7.0504,10.125,6.98,1.32,6.916,7.125,7.5004,13.18,1.82,12.916,14.542,17.0,2
local,gmcp_r,1000,128,0.0138,72351.05,6.2,1.75,6.0,6.6712,9.3771,7.08,1.84,6.916,7.333,8.2961,13.28,3.15,12.916,14.125,17.4588,3
local,gmcp_r,1000,128,0.0141,70922.61,6.44,2.8,6.041,8.0851,10.4609,7.06,2.25,6.875,7.2941,9.4588,13.5,3.92,12.917,15.334,27.6768,4
local,gmcp_r,1000,128,0.0134,74483.96,5.98,0.23,5.959,6.125,6.2513,6.94,0.75,6.916,7.041,7.166,12.93,0.79,12.875,13.084,13.5414,5
local,gmcp_r,1000,128,0.014,71391.81,6.44,2.49,6.0,8.9191,10.3754,7.01,2.18,6.833,7.208,8.7914,13.45,3.83,12.875,16.0,17.6699,6
local,gmcp_r,1000,128,0.0138,72280.45,6.15,1.61,5.958,6.458,9.2937,7.13,2.26,6.917,7.25,9.0208,13.28,3.11,12.875,13.7521,22.1201,7
local,gmcp_r,1000,128,0.0139,71777.41,6.26,2.26,5.959,6.6354,10.2928,7.11,2.26,6.917,7.166,9.1283,13.37,4.04,12.916,13.9181,20.7216,8
local,gmcp_r,1000,128,0.0141,70998.78,6.49,8.94,5.959,7.1142,9.7088,7.07,1.86,6.916,7.2111,8.3442,13.56,9.4,12.875,14.875,18.4245,9
local,gmcp_r,1000,128,0.0137,73112.56,6.1,1.94,5.9585,6.167,6.5876,7.04,1.48,6.917,7.0861,8.0562,13.14,2.74,12.875,13.292,20.547,10
local,gmcp_r,1000,128,0.0142,70655.57,6.43,2.17,6.041,8.5063,10.583,7.17,2.99,6.916,7.291,10.5017,13.6,4.09,12.958,15.75,30.5934,11
local,gmcp_r,1000,128,0.0142,70665.14,6.39,2.53,6.041,7.25,10.5433,7.21,1.5,6.958,7.666,13.2165,13.6,3.41,12.959,15.041,26.7094,12
local,gmcp_r,1000,128,0.0139,72100.0,6.18,1.72,6.0,6.458,9.5424,7.13,2.71,6.917,7.333,9.2113,13.31,3.58,12.875,13.916,18.4327,13
local,gmcp_r,1000,128,0.0139,71798.25,6.25,1.07,5.959,8.0482,10.2094,7.15,3.47,6.875,7.292,9.7513,13.4,3.77,12.875,15.5,20.4722,14
local,gmcp_r,1000,128,0.0141,71034.08,6.4,2.47,6.0,8.3024,10.4174,7.13,1.73,6.917,7.375,10.02,13.53,3.42,12.917,15.7931,27.6151,15
local,gmcp_r,1000,128,0.0136,73280.65,6.11,1.84,6.0,6.3771,7.625,7.01,1.27,6.916,7.25,7.6678,13.13,2.67,12.875,13.669,16.1267,16
local,gmcp_r,1000,128,0.0135,74303.63,6.04,1.78,5.958,6.0831,6.3344,6.9,0.49,6.875,7.0,7.1254,12.95,2.26,12.834,13.041,13.5844,17
local,gmcp_r,1000,128,0.0138,72256.95,6.23,2.35,6.0,6.6691,9.7088,7.05,1.7,6.875,7.334,8.7945,13.28,3.6,12.875,14.3392,18.2132,18
local,gmcp_r,1000,128,0.0137,72947.44,6.2,1.97,5.959,6.5851,9.1685,6.97,0.47,6.917,7.208,7.875,13.17,2.4,12.875,13.833,16.4202,19
local,gmcp_r,1000,128,0.0136,73407.07,6.03,0.69,5.959,6.125,6.8754,7.08,2.46,6.917,7.083,7.8355,13.11,2.61,12.875,13.167,15.0012,20
local,gmcp_r,1000,128,0.014,71448.99,6.31,2.27,6.0,7.625,9.8754,7.14,2.41,6.916,7.334,8.2209,13.46,3.97,12.916,14.7625,19.3422,21
local,gmcp_r,1000,128,0.014,71281.13,6.31,2.18,6.0,7.0861,9.9715,7.15,1.66,6.958,7.4191,11.312,13.46,3.0,12.959,14.917,25.6728,22
local,gmcp_r,1000,128,0.0136,73693.78,6.1,1.83,5.958,6.2111,8.4618,6.96,0.76,6.917,7.0831,7.291,13.06,2.38,12.875,13.292,15.6703,23
local,gmcp_r,1000,128,0.0143,70068.49,6.54,3.71,6.042,8.7941,10.458,7.16,2.06,6.917,7.458,11.422,13.7,5.1,13.0,16.0431,22.5468,24
local,gmcp_r,1000,128,0.0139,71789.87,6.3,2.28,6.0,6.8771,9.9593,7.08,1.68,6.917,7.334,9.5,13.38,3.15,12.917,14.5861,21.3087,25
local,gmcp_r,1000,128,0.0142,70549.02,6.47,3.21,6.0,7.791,12.8426,7.15,1.65,6.958,7.5,11.1325,13.62,4.4,12.917,15.208,33.7985,26
local,gmcp_r,1000,128,0.0261,38256.64,12.12,71.96,6.167,19.5021,56.79,12.07,33.55,7.083,22.125,103.8809,24.2,80.81,13.25,44.0479,218.1313,27
local,gmcp_r,1000,128,0.0159,62930.19,7.42,12.51,6.167,6.792,25.8143,7.74,6.02,7.1045,7.666,21.9636,15.15,14.81,13.292,14.419,53.7687,28
local,gmcp_r,1000,128,0.0139,71806.62,6.24,2.96,6.042,6.541,7.463,7.15,2.09,6.958,7.458,8.0418,13.39,4.02,13.0,14.0,17.5058,29
local,gmcp_r,1000,128,0.0138,72459.61,6.24,1.26,6.0,7.916,10.0414,7.04,2.0,6.875,7.208,9.0848,13.28,2.52,12.875,15.0461,19.2136,30
local,gmcp_r,500,256,0.0075,66783.54,6.88,2.53,6.5,8.9601,10.3363,7.48,1.35,7.375,7.625,7.9187,14.36,3.12,13.917,16.3382,17.9212,1
local,gmcp_r,500,256,0.0074,67653.28,6.63,1.25,6.5,6.958,8.6695,7.61,2.25,7.417,7.75,8.2084,14.24,2.64,13.958,14.8351,16.8767,2
local,gmcp_r,500,256,0.0075,66603.76,6.83,2.59,6.5,7.1271,10.0503,7.64,1.52,7.417,7.919,11.2671,14.46,3.45,13.958,15.2562,25.1982,3
local,gmcp_r,500,256,0.0072,69395.05,6.5,0.08,6.5,6.625,6.667,7.41,0.08,7.416,7.542,7.667,13.91,0.13,13.875,14.125,14.333,4
local,gmcp_r,500,256,0.0072,68995.65,6.54,0.08,6.541,6.6691,6.7504,7.45,0.08,7.417,7.583,7.6678,13.98,0.14,13.958,14.209,14.4174,5
local,gmcp_r,500,256,0.0078,63789.07,7.32,4.58,6.667,9.708,10.8357,7.78,2.19,7.583,8.292,9.9199,15.1,6.55,14.25,17.5482,19.0901,6
local,gmcp_r,500,256,0.0076,65718.5,6.87,1.45,6.583,8.7962,10.51,7.79,2.91,7.458,8.0,13.9358,14.66,3.47,14.0,16.4621,29.2345,7
local,gmcp_r,500,256,0.0074,67682.27,6.7,3.3,6.5,6.7521,8.2927,7.53,1.36,7.417,7.625,7.875,14.23,4.09,13.958,14.3771,16.6283,8
local,gmcp_r,500,256,0.0074,67689.91,6.74,2.74,6.5,6.7111,9.8348,7.52,1.48,7.458,7.584,7.7937,14.26,4.17,13.958,14.3372,17.1279,9
local,gmcp_r,500,256,0.0073,68840.1,6.53,0.12,6.5,6.666,7.0008,7.49,0.15,7.459,7.625,8.0033,14.01,0.25,13.959,14.25,15.0427,10
local,gmcp_r,500,256,0.0075,66578.27,6.75,2.85,6.5,7.042,9.5033,7.66,1.94,7.5,7.8771,8.8842,14.41,4.64,14.0,15.1271,17.7742,11
local,gmcp_r,500,256,0.0077,65053.34,7.05,1.77,6.625,9.541,11.2508,7.76,2.5,7.5205,8.0861,9.6664,14.8,3.25,14.166,17.0861,21.3972,12
local,gmcp_r,500,256,0.0075,67099.84,6.81,3.09,6.5,7.5881,9.7554,7.55,1.26,7.458,7.791,8.2512,14.36,3.94,13.917,15.2143,18.0008,13
local,gmcp_r,500,256,0.0074,67545.89,6.76,2.3,6.541,7.0021,9.7521,7.51,0.84,7.417,7.75,8.2529,14.27,3.07,13.958,14.7583,17.7107,14
local,gmcp_r,500,256,0.0074,67935.17,6.61,0.53,6.542,6.709,9.4164,7.58,2.61,7.4375,7.583,7.8779,14.19,2.67,14.0,14.291,17.0482,15
local,gmcp_r,500,256,0.0073,68326.63,6.58,0.84,6.541,6.709,7.083,7.52,0.41,7.5,7.625,7.833,14.11,0.94,14.0,14.333,15.1673,16
local,gmcp_r,500,256,0.0075,66894.85,6.81,3.61,6.542,6.959,7.2949,7.61,0.93,7.5,7.959,8.2504,14.42,4.51,14.042,14.8771,15.5033,17
local,gmcp_r,500,256,0.0076,65836.04,6.93,1.27,6.584,9.417,9.8342,7.7,2.9,7.417,7.833,9.7621,14.62,3.25,14.041,17.0041,28.1995,18
local,gmcp_r,500,256,0.0076,66013.87,6.81,1.85,6.5,8.2521,10.0054,7.76,3.04,7.416,8.0,11.4055,14.57,4.15,13.917,16.2541,25.5342,19
local,gmcp_r,500,256,0.0074,67349.14,6.59,0.73,6.458,6.875,9.2538,7.68,2.75,7.417,7.7941,9.6097,14.27,2.88,13.875,14.9673,21.6321,20
local,gmcp_r,500,256,0.0073,68826.28,6.51,0.3,6.459,6.625,7.0158,7.48,0.36,7.458,7.625,7.8509,14.0,0.48,13.917,14.208,16.5855,21
local,gmcp_r,500,256,0.0074,67952.86,6.59,0.45,6.5,6.875,7.5457,7.59,1.11,7.459,7.917,9.7928,14.18,1.26,14.0,14.7521,17.4584,22
local,gmcp_r,500,256,0.0079,63313.52,7.52,11.22,6.584,9.5,10.3758,7.69,1.59,7.5,8.125,9.0969,15.21,11.85,14.125,16.917,18.213,23
local,gmcp_r,500,256,0.0073,68083.95,6.57,1.13,6.458,6.875,9.4216,7.59,1.85,7.459,7.916,8.1262,14.16,2.21,13.917,14.834,17.2504,24
local,gmcp_r,500,256,0.0072,69245.28,6.47,0.16,6.458,6.5861,6.7093,7.46,0.31,7.458,7.583,7.6254,13.93,0.35,13.875,14.1271,14.4178,25
local,gmcp_r,500,256,0.0075,66480.15,6.76,0.43,6.708,7.0,7.3338,7.71,1.13,7.625,8.0,8.208,14.47,1.27,14.333,15.0,15.4168,26
local,gmcp_r,500,256,0.0077,65065.34,6.92,1.85,6.666,7.4601,12.3394,7.89,3.67,7.542,8.125,13.8178,14.8,4.31,14.25,15.9622,27.4657,27
local,gmcp_r,500,256,0.0076,66005.51,6.79,0.79,6.667,7.2521,8.6683,7.8,3.6,7.584,8.1271,9.6674,14.59,3.71,14.25,15.375,18.5017,28
local,gmcp_r,500,256,0.0075,66842.31,6.7,0.36,6.666,7.042,7.25,7.73,1.57,7.625,8.0831,8.375,14.43,1.65,14.291,15.0861,15.4588,29
local,gmcp_r,500,256,0.0073,68285.8,6.65,2.27,6.459,6.667,9.2134,7.47,1.0,7.375,7.5441,8.1674,14.12,3.1,13.875,14.3351,17.0843,30
local,gmcp_r,1000,256,0.0145,69043.49,6.51,0.4,6.459,6.625,7.0,7.45,0.58,7.416,7.583,8.0428,13.96,0.73,13.875,14.167,15.209,1
local,gmcp_r,1000,256,0.0152,65731.81,6.9,1.68,6.542,9.125,10.5873,7.76,3.42,7.417,8.125,11.4224,14.67,4.16,14.0,16.958,23.8954,2
local,gmcp_r,1000,256,0.0148,67410.62,6.74,1.89,6.5,7.0,10.1275,7.56,1.1,7.458,7.833,8.958,14.3,2.62,13.958,14.833,20.3397,3
local,gmcp_r,1000,256,0.0151,66089.3,6.89,2.87,6.541,8.5063,10.2918,7.68,2.66,7.417,7.917,9.5918,14.57,4.63,13.917,16.5,19.4678,4
local,gmcp_r,1000,256,0.0151,66043.11,6.84,2.06,6.542,7.2101,11.8473,7.73,2.05,7.417,8.086,13.0092,14.57,3.21,13.959,15.4663,32.5428,5
