mode,protocol,msg_count,payload_size,wall_time_sec,throughput_msg_per_sec,build_mean_us,build_std_us,build_p50_us,build_p95_us,build_p99_us,verify_mean_us,verify_std_us,verify_p50_us,verify_p95_us,verify_p99_us,e2e_mean_us,e2e_std_us,e2e_p50_us,e2e_p95_us,e2e_p99_us,repeat_id
local,seq_mac,500,64,0.0022,223077.35,2.01,1.73,1.875,2.0,2.8352,2.03,1.03,1.958,2.084,2.3351,4.04,2.66,3.833,4.083,5.167,28
local,seq_mac,500,64,0.0021,234801.53,1.88,0.04,1.875,1.958,2.0,1.97,0.04,1.959,2.042,2.084,3.85,0.06,3.834,3.958,4.041,29
local,seq_mac,500,64,0.0021,237675.46,1.87,0.04,1.875,1.9191,1.959,1.95,0.03,1.958,2.0,2.042,3.82,0.05,3.792,3.916,4.0,30
local,seq_mac,1000,64,0.0045,222556.06,1.93,0.55,1.875,2.0,2.208,2.05,2.2,1.958,2.083,2.25,3.98,2.32,3.834,4.042,4.4594,1
local,seq_mac,1000,64,0.0045,224349.4,1.94,0.47,1.875,2.041,3.7521,1.99,0.6,1.958,2.083,2.167,3.93,0.9,3.834,4.083,5.8754,2
local,seq_mac,1000,64,0.0045,222380.8,1.95,0.59,1.875,2.083,2.3754,2.05,1.08,1.959,2.166,2.708,4.0,1.26,3.834,4.208,6.8334,3
local,seq_mac,1000,64,0.0044,226903.13,1.93,0.3,1.875,2.125,3.1267,2.03,0.95,1.958,2.166,2.5844,3.96,1.01,3.834,4.291,5.8754,4
local,seq_mac,1000,64,0.0046,219134.04,1.94,0.87,1.875,2.0021,3.958,2.01,1.28,1.917,2.083,2.5834,3.96,1.68,3.792,4.0861,6.1682,5
local,seq_mac,1000,64,0.0042,237842.78,1.87,0.18,1.875,1.917,2.0,1.94,0.04,1.958,2.0,2.042,3.82,0.18,3.792,3.916,4.0004,6
local,seq_mac,1000,64,0.0046,219643.41,1.94,1.01,1.875,2.042,3.667,2.03,1.52,1.917,2.084,2.6674,3.97,2.1,3.792,4.125,6.417,7
local,seq_mac,1000,64,0.0042,236278.65,1.88,0.04,1.875,1.958,2.0004,1.95,0.04,1.958,2.0,2.083,3.83,0.06,3.833,3.917,4.0,8
local,seq_mac,1000,64,0.0046,218613.11,1.99,0.95,1.916,2.083,2.875,2.12,2.19,1.959,2.166,2.7513,4.11,2.52,3.875,4.208,6.3921,9
local,seq_mac,1000,64,0.0043,234013.92,1.91,0.74,1.875,1.959,2.7508,1.94,0.33,1.917,2.042,2.125,3.85,1.06,3.791,4.0,4.5863,10
local,seq_mac,1000,64,0.0044,226652.47,1.9,1.03,1.792,2.0,4.0,1.94,0.81,1.875,2.042,2.208,3.84,1.73,3.708,4.041,5.875,11
local,seq_mac,1000,64,0.0044,228987.95,1.91,0.5,1.875,2.0,2.084,1.97,0.19,1.958,2.042,2.167,3.88,0.69,3.833,4.0,4.1674,12
local,seq_mac,1000,64,0.0046,219542.97,1.94,1.83,1.792,2.042,3.9598,1.92,0.5,1.875,2.042,2.5,3.86,2.11,3.667,4.083,5.8758,13
local,seq_mac,1000,64,0.0044,228894.02,1.94,0.96,1.875,2.0,2.167,1.97,0.4,1.958,2.042,2.208,3.91,1.12,3.833,4.0,4.292,14
local,seq_mac,1000,64,0.0043,234544.51,1.89,0.45,1.833,2.041,3.958,1.96,0.98,1.875,2.083,2.5834,3.85,1.2,3.708,4.167,6.0851,15
local,seq_mac,1000,64,0.0042,235707.74,1.88,0.04,1.875,1.958,2.0,1.95,0.04,1.958,2.041,2.083,3.83,0.06,3.833,3.958,4.0,16
local,seq_mac,1000,64,0.0044,228996.71,1.92,0.56,1.875,2.0,2.4164,1.96,0.28,1.958,2.083,2.583,3.88,0.81,3.833,4.0831,5.0838,17
local,seq_mac,1000,64,0.0042,238064.52,1.87,0.04,1.875,1.958,2.0,1.94,0.04,1.917,2.0,2.083,3.81,0.06,3.792,3.917,4.0,18
local,seq_mac,1000,64,0.0042,236574.4,1.89,0.41,1.875,1.959,2.042,1.95,0.05,1.917,2.041,2.0844,3.84,0.42,3.792,3.958,4.083,19
local,seq_mac,1000,64,0.0043,234796.9,1.89,0.05,1.875,1.959,2.042,1.96,0.05,1.958,2.042,2.125,3.85,0.07,3.834,4.0,4.083,20
local,seq_mac,1000,64,0.0043,231325.34,1.94,0.66,1.875,2.0,4.0424,1.96,0.56,1.917,2.0441,2.2928,3.89,0.91,3.791,4.0861,6.0004,21
local,seq_mac,1000,64,0.0044,226235.85,1.98,1.25,1.875,2.0,2.417,1.98,0.65,1.958,2.083,2.2084,3.96,1.77,3.833,4.042,4.9174,22
local,seq_mac,1000,64,0.0043,230818.04,1.94,1.0,1.834,2.0441,2.5437,1.96,0.61,1.916,2.125,2.542,3.9,1.5,3.75,4.167,5.2546,23
local,seq_mac,1000,64,0.0043,232736.32,1.9,0.65,1.875,1.958,2.1275,1.95,0.47,1.958,2.0,2.083,3.85,1.1,3.833,3.917,4.208,24
local,seq_mac,1000,64,0.0044,225793.06,1.92,0.83,1.875,1.959,2.4178,2.0,1.01,1.917,2.042,2.416,3.92,1.41,3.792,3.959,5.3817,25
local,seq_mac,1000,64,0.0043,230866.9,1.87,0.22,1.875,1.958,2.333,1.97,0.94,1.917,2.041,2.2093,3.84,0.97,3.792,3.958,4.8348,26
local,seq_mac,1000,64,0.0042,236873.25,1.88,0.12,1.875,1.958,2.0,1.95,0.2,1.958,2.041,2.083,3.83,0.23,3.833,3.917,4.0,27
local,seq_mac,1000,64,0.0043,234180.63,1.9,0.24,1.875,1.959,2.0,1.97,0.08,1.958,2.042,2.125,3.87,0.26,3.834,4.0,4.042,28
local,seq_mac,1000,64,0.0042,235587.41,1.89,0.04,1.875,1.959,2.041,1.96,0.04,1.958,2.042,2.083,3.86,0.06,3.834,3.958,4.0,29
local,seq_mac,1000,64,0.0044,227578.77,1.89,0.52,1.875,1.959,2.0834,2.0,1.65,1.958,2.042,2.125,3.89,1.75,3.833,3.959,4.25,30
local,seq_mac,500,128,0.0021,243902.44,1.78,0.15,1.75,1.875,2.084,1.89,0.05,1.875,1.959,2.083,3.67,0.17,3.625,3.833,4.0848,1
local,seq_mac,500,128,0.0024,211554.34,2.05,1.27,1.958,2.167,4.0004,2.12,1.16,2.0,2.209,2.9598,4.16,2.14,3.958,4.3771,7.0033,2
local,seq_mac,500,128,0.0022,223847.25,2.04,2.28,1.916,2.0,2.1288,2.01,0.44,2.0,2.083,2.125,4.05,2.71,3.875,4.0,4.2563,3
local,seq_mac,500,128,0.0024,210293.89,2.08,0.9,1.917,2.4601,6.6034,2.18,1.23,2.0,2.419,7.6712,4.26,1.74,3.916,5.0892,13.291,4
local,seq_mac,500,128,0.0023,222152.32,2.0,0.65,1.958,2.125,2.3754,2.1,1.1,2.0,2.209,2.3754,4.1,1.68,3.958,4.375,4.708,5
local,seq_mac,500,128,0.0022,229942.36,1.94,0.06,1.917,2.042,2.166,2.01,0.06,2.0,2.125,2.1674,3.94,0.1,3.917,4.125,4.333,6
local,seq_mac,500,128,0.0024,210061.97,2.03,1.25,1.916,2.083,4.125,2.13,2.77,1.958,2.125,2.9187,4.16,3.13,3.875,4.25,6.2945,7
local,seq_mac,500,128,0.0023,220860.25,1.99,0.62,1.917,2.125,2.5029,2.06,0.57,2.0,2.208,2.6258,4.05,0.95,3.917,4.2521,5.3887,8
local,seq_mac,500,128,0.0021,233213.52,1.91,0.1,1.916,2.0,2.125,1.99,0.05,1.959,2.083,2.166,3.9,0.12,3.875,4.041,4.2504,9
local,seq_mac,500,128,0.0022,224114.75,1.98,1.45,1.916,2.0021,2.208,2.0,0.34,1.959,2.084,2.2924,3.98,1.77,3.875,4.083,4.583,10
local,seq_mac,500,128,0.0022,229555.24,1.94,0.23,1.916,2.125,2.209,2.0,0.09,2.0,2.166,2.291,3.94,0.26,3.8955,4.25,4.3758,11
local,seq_mac,500,128,0.0021,235026.91,1.9,0.51,1.875,2.0,2.0848,1.95,0.07,1.917,2.042,2.208,3.85,0.53,3.792,4.041,4.2504,12
local,seq_mac,500,128,0.0022,229099.48,1.96,0.83,1.8955,2.083,2.458,2.0,0.22,1.9585,2.167,2.5,3.95,1.04,3.875,4.208,4.9187,13
local,seq_mac,500,128,0.0022,223405.48,1.95,0.09,1.917,2.042,2.2088,2.06,1.21,2.0,2.125,2.213,4.01,1.23,3.917,4.125,4.7113,14
local,seq_mac,500,128,0.0022,231870.62,1.92,0.04,1.916,2.0,2.042,1.99,0.04,2.0,2.083,2.125,3.91,0.06,3.916,4.042,4.084,15
local,seq_mac,500,128,0.0021,233472.16,1.9,0.04,1.916,1.959,2.0414,1.98,0.04,1.959,2.042,2.0844,3.89,0.06,3.875,4.0,4.0848,16
local,seq_mac,500,128,0.0022,224668.61,1.92,0.6,1.875,1.959,2.042,2.03,1.36,1.959,2.042,2.084,3.95,1.52,3.875,4.0,4.0844,17
local,seq_mac,500,128,0.0022,226569.02,1.93,0.48,1.875,2.042,4.0013,2.02,1.02,1.958,2.083,2.375,3.95,1.15,3.792,4.125,7.4611,18
local,seq_mac,500,128,0.0023,222041.23,2.01,1.79,1.875,2.042,2.719,2.07,1.28,1.958,2.125,2.2974,4.07,3.05,3.792,4.1661,5.214,19
local,seq_mac,500,128,0.0021,233054.93,1.91,0.05,1.916,2.0,2.042,1.98,0.04,1.959,2.042,2.084,3.89,0.07,3.875,4.0,4.084,20
local,seq_mac,500,128,0.0023,220413.95,1.87,0.88,1.792,1.917,2.2667,1.91,0.28,1.875,2.0,2.083,3.78,1.15,3.708,3.917,4.2654,21
local,seq_mac,500,128,0.0023,221202.23,1.98,0.45,1.917,2.125,2.5004,2.09,0.91,2.0,2.25,2.6296,4.06,1.06,3.916,4.3331,9.2928,22
local,seq_mac,500,128,0.0022,228006.81,1.97,0.73,1.916,2.0,3.1706,2.01,0.4,2.0,2.084,2.125,3.98,0.83,3.875,4.041,5.5851,23
local,seq_mac,500,128,0.0023,218702.76,1.96,0.66,1.917,2.083,3.2151,2.04,0.71,2.0,2.166,2.5834,4.0,1.02,3.917,4.167,5.7932,24
local,seq_mac,500,128,0.0023,216399.44,1.99,0.37,1.958,2.084,4.0838,2.13,1.27,2.042,2.208,2.917,4.12,1.44,4.0,4.291,7.5852,25
local,seq_mac,500,128,0.0022,232531.1,1.91,0.05,1.916,2.0,2.083,1.98,0.04,1.959,2.083,2.125,3.89,0.07,3.875,4.041,4.166,26
local,seq_mac,500,128,0.0021,234714.23,1.9,0.04,1.875,1.959,2.0,1.98,0.04,1.959,2.042,2.083,3.87,0.05,3.875,3.958,4.083,27
local,seq_mac,500,128,0.0022,222849.47,1.98,0.83,1.917,2.042,2.7101,2.03,0.56,1.959,2.125,2.3334,4.0,1.23,3.916,4.125,4.927,28
local,seq_mac,500,128,0.0021,234119.01,1.91,0.04,1.916,1.959,2.0,1.98,0.04,1.959,2.042,2.083,3.88,0.06,3.875,4.0,4.0424,29
local,seq_mac,500,128,0.0021,233154.58,1.92,0.39,1.916,2.0,2.0424,1.98,0.05,1.959,2.083,2.125,3.9,0.4,3.875,4.0,4.083,30
local,seq_mac,1000,128,0.0044,228449.61,1.95,0.85,1.916,2.0,2.083,2.02,0.78,1.959,2.083,2.167,3.97,1.31,3.875,4.042,4.25,1
local,seq_mac,1000,128,0.0043,233997.93,1.91,0.04,1.916,1.959,2.042,1.98,0.04,1.959,2.042,2.084,3.88,0.06,3.875,4.0,4.0424,2
local,seq_mac,1000,128,0.0044,226714.55,1.88,0.39,1.833,1.959,3.9174,1.99,1.73,1.917,2.042,2.167,3.87,1.78,3.75,4.0,5.875,3
local,seq_mac,1000,128,0.0043,233392.65,1.88,0.21,1.875,1.958,2.0424,1.97,0.56,1.958,2.042,2.125,3.85,0.62,3.833,3.958,4.209,4
local,seq_mac,1000,128,0.0047,210931.53,2.01,1.79,1.875,2.083,4.0,2.0,0.63,1.958,2.125,2.2932,4.01,2.4,3.833,4.167,6.0004,5
local,seq_mac,1000,128,0.0043,232312.75,1.92,0.14,1.916,2.0,2.042,1.99,0.05,1.959,2.083,2.167,3.91,0.15,3.875,4.042,4.25,6
local,seq_mac,1000,128,0.0047,213928.55,2.02,1.73,1.875,2.042,3.2575,2.05,1.05,1.959,2.125,2.4178,4.07,2.59,3.875,4.167,6.0838,7
local,seq_mac,1000,128,0.0043,234856.68,1.9,0.04,1.916,1.959,2.0,1.97,0.04,1.959,2.042,2.084,3.87,0.05,3.875,3.959,4.042,8
local,seq_mac,1000,128,0.0043,233770.05,1.91,0.09,1.916,2.0,2.042,1.98,0.04,1.959,2.083,2.125,3.89,0.1,3.875,4.0,4.0844,9
local,seq_mac,1000,128,0.0042,235298.71,1.9,0.04,1.875,1.959,2.0,1.97,0.03,1.958,2.0411,2.083,3.86,0.05,3.875,3.958,4.0004,10
local,seq_mac,1000,128,0.0047,210740.74,2.01,1.9,1.875,2.0831,3.7105,1.99,0.57,1.958,2.125,2.2914,4.0,2.44,3.834,4.208,5.6695,11
local,seq_mac,1000,128,0.0044,227040.53,1.94,0.31,1.916,2.0,2.416,2.02,0.63,1.959,2.084,2.4588,3.95,0.73,3.875,4.083,5.7521,12
local,seq_mac,1000,128,0.0043,235278.01,1.88,0.33,1.833,2.042,3.916,1.96,0.81,1.875,2.083,2.5004,3.84,0.9,3.708,4.125,6.0,13
local,seq_mac,1000,128,0.0044,229577.21,1.95,1.38,1.875,1.959,2.0834,1.99,0.45,1.959,2.042,2.0844,3.94,1.6,3.875,4.0,4.2508,14
local,seq_mac,1000,128,0.0044,227894.26,1.92,0.37,1.875,2.042,2.4174,2.03,1.4,1.958,2.125,2.458,3.95,1.46,3.834,4.166,4.9611,15
local,seq_mac,1000,128,0.0043,231267.34,1.91,0.16,1.916,2.0,2.1674,1.99,1.03,1.958,2.042,2.125,3.89,1.04,3.834,4.0,4.2924,16
local,seq_mac,1000,128,0.0044,229075.39,1.93,0.68,1.875,2.0,2.125,1.99,0.27,1.959,2.083,2.166,3.92,0.82,3.875,4.042,4.208,17
local,seq_mac,1000,128,0.0045,224544.61,1.97,0.89,1.916,2.0,2.458,2.03,1.16,1.959,2.083,2.583,4.0,1.55,3.875,4.041,5.2138,18
local,seq_mac,1000,128,0.0043,233893.07,1.91,0.04,1.916,1.959,2.0,1.98,0.04,1.959,2.0441,2.125,3.89,0.06,3.875,4.0,4.042,19
local,seq_mac,1000,128,0.0044,224866.5,1.97,0.91,1.916,2.0,3.958,1.98,0.13,1.959,2.083,2.2504,3.95,1.02,3.875,4.042,5.8754,20
local,seq_mac,1000,128,0.0043,229896.05,1.96,0.93,1.875,2.083,3.7525,1.98,0.22,1.958,2.125,2.3344,3.94,1.13,3.833,4.167,5.8758,21
local,seq_mac,1000,128,0.0047,214337.37,2.03,1.68,1.917,2.0831,2.5025,2.06,0.86,2.0,2.125,2.5838,4.09,2.19,3.916,4.208,5.4249,22
local,seq_mac,1000,128,0.0043,232173.43,1.9,0.47,1.875,2.042,2.5414,1.97,0.66,1.958,2.125,2.625,3.87,0.9,3.833,4.125,5.1258,23
local,seq_mac,1000,128,0.0045,221149.26,1.96,1.09,1.875,2.0,3.9594,1.98,0.82,1.917,2.042,2.458,3.94,1.72,3.833,4.0,5.9174,24
local,seq_mac,1000,128,0.0044,224799.07,1.97,0.89,1.875,2.042,2.5848,2.02,0.35,1.959,2.125,2.625,3.99,1.14,3.875,4.125,5.1674,25
local,seq_mac,1000,128,0.0046,218770.51,1.98,0.87,1.916,2.0831,3.8763,2.06,1.42,1.959,2.125,2.6674,4.04,1.8,3.875,4.209,6.3771,26
local,seq_mac,1000,128,0.0043,233027.83,1.91,0.04,1.916,1.959,2.0,1.99,0.43,1.959,2.042,2.084,3.9,0.43,3.875,4.0,4.083,27
local,seq_mac,1000,128,0.0045,221825.79,2.0,1.51,1.917,2.084,2.4182,2.08,1.03,2.0,2.1661,2.4594,4.08,2.16,3.916,4.25,4.9203,28
local,seq_mac,1000,128,0.0043,234018.47,1.9,0.04,1.875,1.959,2.0004,1.99,0.04,1.959,2.083,2.125,3.88,0.06,3.875,4.0,4.084,29
local,seq_mac,1000,128,0.0046,215354.8,2.03,1.53,1.916,2.125,4.6254,1.99,0.23,1.958,2.125,2.292,4.02,1.75,3.875,4.2521,6.5838,30
local,seq_mac,500,256,0.0023,215664.4,2.1,1.17,1.959,2.25,4.2107,2.09,0.42,2.042,2.25,2.584,4.19,1.4,4.041,4.5,6.5428,1
local,seq_mac,500,256,0.0022,225602.04,1.96,0.05,1.958,2.042,2.0834,2.07,0.59,2.041,2.125,2.167,4.03,0.59,4.0,4.125,4.208,2
local,seq_mac,500,256,0.0021,236751.84,1.88,0.22,1.834,1.958,2.3049,1.93,0.04,1.917,2.0,2.083,3.81,0.23,3.791,3.917,4.3871,3
local,seq_mac,500,256,0.0024,212679.26,2.0,0.3,1.958,2.084,2.6753,2.26,1.93,2.042,2.167,5.5292,4.25,2.04,4.0,4.333,7.9425,4
local,seq_mac,500,256,0.0022,226731.66,1.97,0.17,1.958,2.042,2.084,2.03,0.04,2.041,2.125,2.125,4.0,0.18,3.959,4.125,4.208,5
local,seq_mac,500,256,0.0023,215513.34,1.99,0.9,1.917,2.041,2.2504,2.06,1.05,2.0,2.125,2.25,4.05,1.94,3.958,4.125,4.3758,6
local,seq_mac,500,256,0.0023,219230.17,2.0,0.67,1.958,2.0861,2.9584,2.1,0.91,2.041,2.167,2.4199,4.1,1.34,3.959,4.25,5.5054,7
local,seq_mac,500,256,0.0022,226616.05,1.98,0.21,1.958,2.042,2.2608,2.04,0.04,2.041,2.125,2.1254,4.01,0.21,4.0,4.125,4.4266,8
local,seq_mac,500,256,0.0022,223222.56,2.02,1.22,1.958,2.041,2.1258,2.05,0.52,2.0,2.084,2.167,4.07,1.74,3.959,4.083,4.2508,9
local,seq_mac,500,256,0.0023,216033.3,2.06,1.05,1.959,2.125,2.7579,2.13,1.18,2.042,2.208,2.7924,4.18,1.76,4.041,4.291,6.0038,10
local,seq_mac,500,256,0.0022,223601.1,1.98,0.06,1.959,2.083,2.1254,2.06,0.05,2.042,2.167,2.208,4.04,0.1,4.0,4.209,4.3334,11
local,seq_mac,500,256,0.0022,226984.66,1.97,0.05,1.958,2.042,2.125,2.05,0.05,2.042,2.125,2.208,4.02,0.08,4.0,4.1661,4.25,12
local,seq_mac,500,256,0.0023,213136.27,2.11,2.24,2.0,2.125,2.7094,2.14,1.0,2.042,2.209,2.6678,4.26,2.6,4.042,4.3351,5.5004,13
local,seq_mac,500,256,0.0022,226971.89,1.96,0.06,1.958,2.083,2.1254,2.04,0.06,2.041,2.166,2.209,4.0,0.1,3.959,4.208,4.375,14
local,seq_mac,500,256,0.0022,230684.98,1.95,0.05,1.917,2.042,2.0844,2.0,0.05,2.0,2.083,2.1254,3.95,0.07,3.917,4.083,4.2094,15
local,seq_mac,500,256,0.0023,216184.99,2.0,0.57,1.958,2.084,2.5848,2.16,2.17,2.0,2.167,2.8754,4.16,2.28,3.959,4.25,5.5437,16
local,seq_mac,500,256,0.0022,225767.58,1.97,0.23,1.958,2.083,2.6808,1.99,0.06,2.0,2.0861,2.25,3.97,0.24,3.917,4.2111,4.6808,17
local,seq_mac,500,256,0.0023,214094.53,2.06,1.2,1.959,2.083,2.2088,2.05,0.17,2.042,2.166,2.291,4.11,1.33,4.0,4.208,4.5008,18
local,seq_mac,500,256,0.0022,227803.41,1.96,0.04,1.958,2.041,2.083,2.04,0.04,2.041,2.125,2.167,4.0,0.06,4.0,4.125,4.167,19
local,seq_mac,500,256,0.0024,204401.42,2.02,1.01,1.875,2.208,5.2504,2.12,1.99,1.958,2.208,2.7102,4.14,2.36,3.833,4.3771,7.5473,20
local,seq_mac,500,256,0.0022,231107.0,1.92,0.82,1.834,2.042,2.208,1.97,0.24,1.917,2.1661,2.291,3.89,1.05,3.791,4.167,4.458,21
local,seq_mac,500,256,0.0022,224546.63,1.96,0.08,1.958,2.042,2.2094,2.09,1.21,2.041,2.125,2.209,4.05,1.23,3.959,4.1271,4.4178,22
local,seq_mac,500,256,0.0023,213106.02,2.05,1.4,1.958,2.0441,4.0886,2.09,1.16,2.0,2.125,2.8334,4.14,2.38,3.958,4.167,7.3334,23
local,seq_mac,500,256,0.0024,212581.24,2.04,0.8,1.958,2.1271,4.0428,2.14,1.2,2.0,2.2081,2.7236,4.18,1.67,3.959,4.375,8.1161,24
local,seq_mac,500,256,0.0022,226795.94,1.97,0.04,1.959,2.042,2.083,2.04,0.04,2.041,2.125,2.166,4.01,0.06,4.0,4.125,4.208,25
local,seq_mac,500,256,0.0022,228832.95,1.95,0.04,1.958,2.0,2.083,2.03,0.04,2.041,2.084,2.125,3.99,0.05,3.959,4.083,4.166,26
local,seq_mac,500,256,0.0023,215583.03,1.99,0.69,1.917,2.083,2.4597,2.16,1.87,2.0,2.1271,3.7084,4.15,2.05,3.917,4.208,10.671,27
local,seq_mac,500,256,0.0022,227453.66,1.95,0.06,1.917,2.041,2.125,2.02,0.04,2.0,2.084,2.1254,3.96,0.09,3.958,4.083,4.25,28
local,seq_mac,500,256,0.0022,230100.98,1.94,0.04,1.917,2.0,2.042,2.02,0.05,2.0,2.125,2.167,3.96,0.06,3.958,4.083,4.1674,29
local,seq_mac,500,256,0.0023,216927.64,2.05,1.26,1.959,2.125,2.2924,2.11,0.92,2.042,2.208,2.416,4.16,1.67,4.0,4.333,4.5424,30
local,seq_mac,1000,256,0.0044,228295.28,1.95,0.08,1.958,2.041,2.084,2.03,0.04,2.041,2.125,2.167,3.99,0.09,3.959,4.084,4.208,1
local,seq_mac,1000,256,0.0045,220953.8,1.99,0.7,1.958,2.042,2.1674,2.09,1.54,2.042,2.125,2.1674,4.08,1.72,4.0,4.125,4.375,2
local,seq_mac,1000,256,0.0044,228780.6,1.95,0.11,1.958,2.0,2.083,2.03,0.04,2.041,2.125,2.166,3.99,0.12,3.959,4.0831,4.167,3
local,seq_mac,1000,256,0.0048,206536.89,2.04,0.89,1.958,2.211,4.125,2.11,1.15,2.041,2.209,2.7094,4.15,1.67,4.0,4.417,6.167,4
local,seq_mac,1000,256,0.0046,218017.35,1.99,0.4,1.958,2.084,2.5437,2.13,1.11,2.041,2.1661,2.541,4.12,1.27,4.0,4.209,6.2148,5
local,seq_mac,1000,256,0.0049,205562.14,2.04,1.28,1.917,2.125,4.1674,2.09,1.18,1.959,2.125,2.6258,4.13,1.89,3.916,4.25,6.9174,6
local,seq_mac,1000,256,0.0044,225195.66,1.99,0.18,1.959,2.084,2.167,2.06,0.05,2.042,2.1661,2.208,4.05,0.19,4.0,4.209,4.2924,7
local,seq_mac,1000,256,0.0045,220825.67,1.99,0.42,1.959,2.042,2.1254,2.08,1.23,2.042,2.125,2.208,4.07,1.3,4.0,4.166,4.2924,8
local,seq_mac,1000,256,0.0045,223916.12,1.97,0.55,1.958,2.042,2.0844,2.06,0.85,2.041,2.125,2.167,4.03,1.04,3.959,4.125,4.2094,9
local,seq_mac,1000,256,0.0044,227764.49,1.96,0.08,1.958,2.041,2.083,2.04,0.46,2.041,2.125,2.125,4.01,0.47,3.959,4.084,4.1674,10
local,seq_mac,1000,256,0.0045,221404.26,1.99,0.82,1.958,2.041,2.167,2.05,0.97,2.0,2.084,2.167,4.04,1.6,3.958,4.084,4.3359,11
local,seq_mac,1000,256,0.0045,221858.62,2.01,1.01,1.916,2.125,4.042,2.05,0.84,1.959,2.167,2.708,4.06,1.47,3.875,4.333,6.0424,12
local,seq_mac,1000,256,0.0045,222659.33,1.98,0.95,1.917,2.041,2.6795,2.03,0.64,2.0,2.084,2.167,4.01,1.56,3.958,4.084,5.6687,13
local,seq_mac,1000,256,0.0045,220549.72,2.04,1.34,1.917,2.084,3.9594,2.04,0.61,2.0,2.125,2.4174,4.08,1.64,3.958,4.209,6.1275,14
local,seq_mac,1000,256,0.0047,214663.31,2.07,1.04,1.958,2.084,4.4609,2.05,0.66,2.0,2.125,2.2924,4.12,1.52,3.958,4.2521,6.7914,15
local,seq_mac,1000,256,0.0046,215842.87,2.09,1.66,1.958,2.083,2.6664,2.11,1.1,2.041,2.166,2.791,4.2,2.08,3.959,4.2081,9.8651,16
local,seq_mac,1000,256,0.0046,217823.4,1.97,0.76,1.958,2.083,2.167,2.05,0.58,2.041,2.166,2.25,4.02,1.02,3.959,4.208,4.416,17
local,seq_mac,1000,256,0.0044,227944.02,1.97,0.05,1.959,2.042,2.125,2.03,0.04,2.041,2.125,2.167,4.0,0.06,4.0,4.125,4.25,18
local,seq_mac,1000,256,0.0045,220349.25,1.97,0.48,1.917,2.041,2.5008,2.12,1.5,2.041,2.125,2.5414,4.1,1.65,3.958,4.084,5.25,19
local,seq_mac,1000,256,0.0044,227094.25,1.98,0.39,1.958,2.041,2.083,2.04,0.04,2.042,2.125,2.166,4.02,0.4,4.0,4.084,4.208,20
local,seq_mac,1000,256,0.0048,207032.22,2.02,0.81,1.917,2.084,4.2504,2.09,1.39,2.0,2.166,2.6254,4.1,1.7,3.917,4.25,6.6308,21
local,seq_mac,1000,256,0.0046,217159.18,2.01,0.22,2.0,2.1271,2.3334,2.11,0.63,2.083,2.25,2.4174,4.12,0.68,4.042,4.3331,4.7508,22
local,seq_mac,1000,256,0.0046,217055.11,2.04,0.66,1.959,2.2081,4.0844,2.13,0.82,2.083,2.292,2.584,4.17,1.15,4.042,4.5,6.25,23
local,seq_mac,1000,256,0.0045,221373.62,2.0,0.66,1.958,2.042,3.958,2.08,1.2,2.041,2.125,2.2094,4.08,1.38,4.0,4.1661,5.916,24
local,seq_mac,1000,256,0.0044,225284.44,1.98,0.34,1.958,2.042,2.125,2.06,0.7,2.041,2.125,2.166,4.04,0.78,3.959,4.125,4.375,25
local,seq_mac,1000,256,0.0045,219907.09,1.99,0.57,1.958,2.042,4.0,2.1,2.19,2.0,2.084,2.209,4.1,2.3,3.958,4.125,6.083,26
local,seq_mac,1000,256,0.0044,227816.38,1.96,0.04,1.958,2.0411,2.083,2.04,0.04,2.041,2.125,2.167,4.0,0.06,4.0,4.125,4.167,27
local,seq_mac,1000,256,0.0047,211048.38,2.07,1.2,1.959,2.1271,3.0424,2.2,1.84,2.042,2.25,3.2953,4.28,2.33,4.041,4.375,7.4607,28
local,seq_mac,1000,256,0.0044,227548.53,1.97,0.05,1.959,2.042,2.125,2.03,0.05,2.041,2.125,2.167,4.01,0.07,4.0,4.125,4.208,29
local,seq_mac,1000,256,0.0052,193961.32,2.25,1.4,2.042,2.5831,9.5424,2.32,1.58,2.125,2.666,8.7084,4.57,2.25,4.167,5.3771,15.7583,30
local,seq_mac,500,512,0.0025,201264.58,2.16,0.16,2.125,2.333,2.792,2.23,0.12,2.208,2.416,2.917,4.39,0.25,4.333,4.667,5.75,1
local,seq_mac,500,512,0.0025,200461.06,2.22,0.05,2.208,2.294,2.416,2.27,0.05,2.25,2.375,2.417,4.49,0.08,4.459,4.666,4.75,2
local,seq_mac,500,512,0.0032,154557.55,2.9,4.52,2.208,3.4611,28.0437,2.64,2.62,2.25,3.169,11.9588,5.54,6.04,4.458,7.1313,34.3141,3
local,seq_mac,500,512,0.0031,162293.77,2.77,4.85,2.2705,2.542,9.1708,2.71,3.31,2.3335,2.583,10.4399,5.48,7.19,4.625,5.042,37.0217,4
local,seq_mac,500,512,0.0026,192064.58,2.26,0.87,2.208,2.459,2.8344,2.28,0.16,2.25,2.459,2.8334,4.54,0.97,4.458,4.917,5.6254,5
local,seq_mac,500,512,0.0026,191868.02,2.26,0.47,2.208,2.375,3.1258,2.38,1.27,2.25,2.417,3.2213,4.65,1.52,4.458,4.791,7.2452,6
local,seq_mac,500,512,0.0025,201379.45,2.21,0.05,2.208,2.292,2.375,2.26,0.05,2.25,2.334,2.3754,4.47,0.08,4.458,4.584,4.7094,7
